ORF	gene	length.prot	classification	label
YNL208W	YNL208W	199	Verified	other
YNL209W	SSB2	613	Verified	other
YNL210W	MER1	270	Verified	other
YNL211C	MRX7	86	Uncharacterized	other
YNL212W	VID27	782	Verified	other
YNL213C	RRG9	214	Verified	other
YNL214W	PEX17	199	Verified	other
YNL215W	IES2	320	Verified	other
YNL216W	RAP1	827	Verified	other
YNL217W	YNL217W	326	Uncharacterized	other
YNL218W	MGS1	587	Verified	other
YNL219C	ALG9	555	Verified	other
YNL220W	ADE12	433	Verified	other
YNL221C	POP1	875	Verified	other
YNL222W	SSU72	206	Verified	other
YNL223W	ATG4	494	Verified	other
YNL224C	SQS1	767	Verified	other
YNL225C	CNM67	581	Verified	other
YNL226W	YNL226W	136	Dubious	other
YNL227C	JJJ1	590	Verified	other
YNL228W	YNL228W	258	Dubious	other
YNL229C	URE2	354	Verified	other
YNL230C	ELA1	379	Verified	other
YNL231C	PDR16	351	Verified	other
YNL232W	CSL4	292	Verified	other
YNL233W	BNI4	892	Verified	other
YNL234W	YNL234W	426	Verified	other
YNL235C	YNL235C	143	Dubious	other
YNL236W	SIN4	974	Verified	other
YNL237W	YTP1	459	Verified	other
YNL238W	KEX2	814	Verified	other
YNL239W	LAP3	454	Verified	other
YNL240C	NAR1	491	Verified	other
YNL241C	ZWF1	505	Verified	other
YNL242W	ATG2	1592	Verified	other
YNL243W	SLA2	968	Verified	other
YNL244C	SUI1	108	Verified	translation
YNL245C	CWC25	179	Verified	other
YNL246W	VPS75	264	Verified	other
YNL247W	YNL247W	767	Verified	other
YNL248C	RPA49	415	Verified	translation
YNL249C	MPA43	542	Verified	other
YNL250W	RAD50	1312	Verified	other
YNL251C	NRD1	575	Verified	other
YNL252C	MRPL17	281	Verified	other
YNL253W	TEX1	422	Verified	other
YNL254C	RTC4	401	Verified	other
YNL255C	GIS2	153	Verified	other
YNL256W	FOL1	824	Verified	other
YNL257C	SIP3	1229	Verified	other
YNL258C	DSL1	754	Verified	other
YNL259C	ATX1	73	Verified	other
YNL260C	LTO1	198	Verified	other
YNL261W	ORC5	479	Verified	other
YNL262W	POL2	2222	Verified	other
YNL263C	YIF1	314	Verified	other
YNL264C	PDR17	350	Verified	other
YNL265C	IST1	298	Verified	other
YNL266W	YNL266W	139	Dubious	other
YNL267W	PIK1	1066	Verified	other
YNL268W	LYP1	611	Verified	other
YNL269W	BSC4	131	Verified	other
YNL270C	ALP1	573	Verified	other
YNL271C	BNI1	1953	Verified	other
YNL272C	SEC2	759	Verified	other
YNL273W	TOF1	1238	Verified	other
YNL274C	GOR1	350	Verified	MSN2/4
YNL275W	BOR1	576	Verified	other
YNL276C	YNL276C	131	Dubious	other
YNL277W	MET2	486	Verified	other
YNL277W-A	YNL277W-A	62	Uncharacterized	other
YNL278W	CAF120	1060	Verified	other
YNL279W	PRM1	661	Verified	other
YNL280C	ERG24	438	Verified	other
YNL281W	HCH1	153	Verified	HSF1
YNL282W	POP3	195	Verified	other
YNL283C	WSC2	503	Verified	other
YNL284C	MRPL10	322	Verified	other
YNL285W	YNL285W	123	Dubious	other
YNL286W	CUS2	285	Verified	other
YNL287W	SEC21	935	Verified	other
YNL288W	CAF40	373	Verified	other
YNL289W	PCL1	279	Verified	other
YNL290W	RFC3	340	Verified	other
YNL291C	MID1	548	Verified	other
YNL292W	PUS4	403	Verified	other
YNL293W	MSB3	633	Verified	other
YNL294C	RIM21	533	Verified	other
YNL295W	MRX6	524	Uncharacterized	other
YNL296W	YNL296W	104	Dubious	other
YNL297C	MON2	1636	Verified	other
YNL298W	CLA4	842	Verified	other
YNL299W	TRF5	642	Verified	other
YNL300W	TOS6	102	Uncharacterized	other
YNL301C	RPL18B	186	Verified	translation
YNL302C	RPS19B	144	Verified	translation
YNL303W	YNL303W	115	Dubious	other
YNL304W	YPT11	417	Verified	other
YNL305C	BXI1	297	Verified	MSN2/4
YNL306W	MRPS18	217	Verified	other
YNL307C	MCK1	375	Verified	other
YNL308C	KRI1	591	Verified	translation
YNL309W	STB1	420	Verified	other
YNL310C	ZIM17	174	Verified	other
YNL311C	SKP2	763	Verified	other
YNL312W	RFA2	273	Verified	other
YNL313C	EMW1	904	Verified	other
YNL314W	DAL82	255	Verified	other
YNL315C	ATP11	318	Verified	other
YNL316C	PHA2	334	Verified	other
YNL317W	PFS2	465	Verified	other
YNL318C	HXT14	540	Verified	other
YNL319W	YNL319W	146	Dubious	other
YNL320W	YNL320W	284	Uncharacterized	other
YNL321W	VNX1	908	Verified	other
YNL322C	KRE1	313	Verified	other
YNL323W	LEM3	414	Verified	other
YNL324W	YNL324W	131	Dubious	other
YNL325C	FIG4	879	Verified	other
YNL326C	PFA3	336	Verified	other
YNL327W	EGT2	1041	Verified	other
YNL328C	MDJ2	146	Verified	other
YNL329C	PEX6	1030	Verified	other
YNL330C	RPD3	433	Verified	other
YNL331C	AAD14	376	Verified	other
YNL332W	THI12	340	Verified	other
YNL333W	SNZ2	298	Verified	other
YNL334C	SNO2	222	Verified	other
YNL335W	DDI3	225	Verified	other
YNL336W	COS1	381	Verified	other
YNL337W	YNL337W	84	Dubious	other
YNL338W	YNL338W	52	Dubious	other
YNL339C	YRF1-6	1859	Verified	other
YNL339W-A	YNL339W-A	191	Dubious	other
YNL339W-B	YNL339W-B	160	Dubious	other
YNR001C	CIT1	479	Verified	MSN2/4
YNR001W-A	YNR001W-A	72	Dubious	other
YNR002C	ATO2	282	Verified	other
YNR003C	RPC34	317	Verified	other
YNR003W-A	YNR003W-A	32	Dubious	other
YNR004W	SWM2	146	Verified	other
YNR005C	YNR005C	134	Dubious	other
YNR006W	VPS27	622	Verified	other
YNR007C	ATG3	310	Verified	other
YNR008W	LRO1	661	Verified	other
YNR009W	NRM1	249	Verified	other
YNR010W	CSE2	149	Verified	other
YNR011C	PRP2	876	Verified	other
YNR012W	URK1	501	Verified	other
YNR013C	PHO91	894	Verified	other
YNR014W	YNR014W	212	Uncharacterized	other
YNR015W	SMM1	384	Verified	other
YNR016C	ACC1	2233	Verified	other
YNR017W	TIM23	222	Verified	other
YNR018W	RCF2	224	Verified	other
YNR019W	ARE2	642	Verified	other
YNR020C	ATP23	270	Verified	other
YNR021W	YNR021W	404	Uncharacterized	other
YNR022C	MRPL50	139	Verified	other
YNR023W	SNF12	566	Verified	other
YNR024W	MPP6	186	Verified	other
YNR025C	YNR025C	119	Dubious	other
YNR026C	SEC12	471	Verified	other
YNR027W	BUD17	317	Verified	other
YNR028W	CPR8	308	Verified	other
YNR029C	YNR029C	429	Uncharacterized	other
YNR030W	ALG12	551	Verified	other
YNR031C	SSK2	1579	Verified	other
YNR032C-A	HUB1	73	Verified	other
YNR032W	PPG1	368	Verified	other
YNR033W	ABZ1	787	Verified	other
YNR034W	SOL1	321	Verified	other
YNR034W-A	EGO4	98	Verified	other
YNR035C	ARC35	342	Verified	other
YNR036C	MRPS12	153	Verified	other
YNR037C	RSM19	91	Verified	other
YNR038W	DBP6	629	Verified	translation
YNR039C	ZRG17	605	Verified	other
YNR040W	YNR040W	256	Uncharacterized	other
YNR041C	COQ2	372	Verified	other
YNR042W	YNR042W	142	Dubious	other
YNR043W	MVD1	396	Verified	other
YNR044W	AGA1	725	Verified	other
YNR045W	PET494	489	Verified	other
YNR046W	TRM112	135	Verified	translation
YNR047W	FPK1	893	Verified	other
YNR048W	YNR048W	393	Verified	other
YNR049C	MSO1	210	Verified	other
YNR050C	LYS9	446	Verified	other
YNR051C	BRE5	515	Verified	other
YNR052C	POP2	433	Verified	other
YNR053C	NOG2	486	Verified	translation
YNR054C	ESF2	316	Verified	translation
YNR055C	HOL1	586	Verified	other
YNR056C	BIO5	561	Verified	other
YNR057C	BIO4	237	Verified	other
YNR058W	BIO3	480	Verified	other
YNR059W	MNT4	580	Verified	other
YNR060W	FRE4	719	Verified	other
YNR061C	YNR061C	219	Verified	other
YNR062C	YNR062C	327	Uncharacterized	other
YNR063W	YNR063W	607	Uncharacterized	other
YNR064C	YNR064C	290	Verified	other
YNR065C	YNR065C	1116	Uncharacterized	other
YNR066C	YNR066C	436	Uncharacterized	other
YNR067C	DSE4	1117	Verified	other
YNR068C	YNR068C	272	Uncharacterized	other
YNR069C	BSC5	489	Verified	HSF1
YNR070W	PDR18	1333	Verified	other
YNR071C	YNR071C	342	Uncharacterized	other
YNR072W	HXT17	564	Verified	other
YNR073C	MAN2	502	Verified	other
YNR074C	AIF1	378	Verified	other
YNR075C-A	YNR075C-A	30	Uncharacterized	other
YNR075W	COS10	374	Verified	other
YNR076W	PAU6	120	Verified	other
YNR077C	YNR077C	84	Uncharacterized	other
YOL001W	PHO80	293	Verified	other
YOL002C	IZH2	317	Verified	other
YOL003C	PFA4	378	Verified	other
YOL004W	SIN3	1536	Verified	other
YOL005C	RPB11	120	Verified	other
YOL006C	TOP1	769	Verified	other
YOL007C	CSI2	341	Verified	other
YOL008W	COQ10	207	Verified	other
YOL009C	MDM12	271	Verified	other
YOL010W	RCL1	367	Verified	translation
YOL011W	PLB3	686	Verified	other
YOL012C	HTZ1	134	Verified	other
YOL013C	HRD1	551	Verified	other
YOL013W-A	YOL013W-A	63	Uncharacterized	other
YOL013W-B	YOL013W-B	96	Dubious	other
YOL014W	YOL014W	124	Uncharacterized	other
YOL015W	IRC10	586	Verified	other
YOL016C	CMK2	447	Verified	other
YOL017W	ESC8	714	Verified	other
YOL018C	TLG2	397	Verified	other
YOL019W	YOL019W	551	Uncharacterized	other
YOL019W-A	YOL019W-A	50	Uncharacterized	other
YOL020W	TAT2	592	Verified	other
YOL021C	DIS3	1001	Verified	other
YOL022C	TSR4	408	Verified	other
YOL023W	IFM1	676	Verified	translation
YOL024W	YOL024W	172	Uncharacterized	other
YOL025W	LAG2	660	Verified	other
YOL026C	MIM1	113	Verified	other
YOL027C	MDM38	573	Verified	other
YOL028C	YAP7	245	Verified	other
YOL029C	YOL029C	201	Uncharacterized	other
YOL030W	GAS5	484	Verified	other
YOL031C	SIL1	421	Verified	other
YOL032W	OPI10	246	Verified	other
YOL033W	MSE1	536	Verified	other
YOL034W	SMC5	1093	Verified	other
YOL035C	YOL035C	100	Dubious	other
YOL036W	YOL036W	761	Uncharacterized	other
YOL037C	YOL037C	117	Dubious	other
YOL038C-A	YOL038C-A	31	Uncharacterized	other
YOL038W	PRE6	254	Verified	other
YOL039W	RPP2A	106	Verified	translation
YOL040C	RPS15	142	Verified	translation
YOL041C	NOP12	459	Verified	translation
YOL042W	NGL1	363	Verified	other
YOL043C	NTG2	380	Verified	other
YOL044W	PEX15	383	Verified	other
YOL045W	PSK2	1101	Verified	other
YOL046C	YOL046C	224	Dubious	other
YOL047C	LDS2	356	Verified	other
YOL048C	RRT8	342	Verified	other
YOL049W	GSH2	491	Verified	other
YOL050C	YOL050C	106	Dubious	other
YOL051W	GAL11	1081	Verified	other
YOL052C	SPE2	396	Verified	other
YOL052C-A	DDR2	61	Verified	other
YOL053W	AIM39	395	Verified	other
YOL054W	PSH1	406	Verified	other
YOL055C	THI20	551	Verified	other
YOL056W	GPM3	303	Verified	other
YOL057W	YOL057W	711	Verified	other
YOL058W	ARG1	420	Verified	other
YOL059W	GPD2	440	Verified	other
YOL060C	MAM3	706	Verified	other
YOL061W	PRS5	496	Verified	other
YOL062C	APM4	491	Verified	other
YOL063C	CRT10	957	Verified	other
YOL064C	MET22	357	Verified	other
YOL065C	INP54	384	Verified	other
YOL066C	RIB2	591	Verified	other
YOL067C	RTG1	177	Verified	other
YOL068C	HST1	503	Verified	other
YOL069W	NUF2	451	Verified	other
YOL070C	NBA1	501	Verified	other
YOL071W	SDH5	162	Verified	other
YOL072W	THP1	455	Verified	other
YOL073C	DSC2	322	Verified	other
YOL075C	YOL075C	1294	Verified	other
YOL076W	MDM20	796	Verified	other
YOL077C	BRX1	291	Verified	translation
YOL077W-A	ATP19	68	Verified	other
YOL078W	AVO1	1176	Verified	other
YOL079W	YOL079W	132	Dubious	other
YOL080C	REX4	289	Verified	translation
YOL081W	IRA2	3079	Verified	HSF1
YOL082W	ATG19	415	Verified	other
YOL083C-A	YOL083C-A	46	Dubious	other
YOL083W	ATG34	412	Verified	other
YOL084W	PHM7	991	Verified	MSN2/4
YOL085C	YOL085C	113	Uncharacterized	other
YOL085W-A	YOL085W-A	70	Dubious	other
YOL086C	ADH1	348	Verified	glycolysis
YOL086W-A	MHF1	90	Verified	other
YOL087C	DUF1	1116	Verified	other
YOL088C	MPD2	277	Verified	other
YOL089C	HAL9	1030	Verified	other
YOL090W	MSH2	964	Verified	other
YOL091W	SPO21	609	Verified	other
YOL092W	YPQ1	308	Verified	other
YOL093W	TRM10	293	Verified	other
YOL094C	RFC4	323	Verified	other
YOL095C	HMI1	706	Verified	other
YOL096C	COQ3	312	Verified	other
YOL097C	WRS1	432	Verified	other
YOL097W-A	YOL097W-A	61	Uncharacterized	other
YOL098C	SDD3	1037	Verified	other
YOL099C	YOL099C	163	Dubious	other
YOL100W	PKH2	1081	Verified	other
YOL101C	IZH4	312	Verified	other
YOL102C	TPT1	230	Verified	other
YOL103W	ITR2	609	Verified	other
YOL104C	NDJ1	352	Verified	other
YOL105C	WSC3	556	Verified	other
YOL106W	YOL106W	117	Dubious	other
YOL107W	YOL107W	342	Uncharacterized	other
YOL108C	INO4	151	Verified	other
YOL109W	ZEO1	113	Verified	other
YOL110W	SHR5	237	Verified	other
YOL111C	MDY2	212	Verified	other
YOL112W	MSB4	492	Verified	other
YOL113W	SKM1	655	Verified	other
YOL114C	PTH4	202	Verified	translation
YOL115W	PAP2	584	Verified	other
YOL116W	MSN1	382	Verified	other
YOL117W	RRI2	645	Verified	other
YOL118C	YOL118C	102	Uncharacterized	other
YOL119C	MCH4	501	Verified	other
YOL120C	RPL18A	186	Verified	translation
YOL121C	RPS19A	144	Verified	translation
YOL122C	SMF1	575	Verified	other
YOL123W	HRP1	534	Verified	other
YOL124C	TRM11	433	Verified	other
YOL125W	TRM13	476	Verified	other
YOL126C	MDH2	377	Verified	MSN2/4
YOL127W	RPL25	142	Verified	translation
YOL128C	YGK3	375	Verified	other
YOL129W	VPS68	184	Verified	MSN2/4
YOL130W	ALR1	859	Verified	other
YOL131W	YOL131W	108	Uncharacterized	other
YOL132W	GAS4	471	Verified	other
YOL133W	HRT1	121	Verified	other
YOL134C	YOL134C	129	Dubious	other
YOL135C	MED7	222	Verified	other
YOL136C	PFK27	397	Verified	other
YOL137W	BSC6	497	Verified	other
YOL138C	RTC1	1341	Verified	other
YOL139C	CDC33	213	Verified	translation
YOL140W	ARG8	423	Verified	other
YOL141W	PPM2	695	Verified	other
YOL142W	RRP40	240	Verified	other
YOL143C	RIB4	169	Verified	other
YOL144W	NOP8	484	Verified	translation
YOL145C	CTR9	1077	Verified	other
YOL146W	PSF3	194	Verified	other
YOL147C	PEX11	236	Verified	other
YOL148C	SPT20	604	Verified	other
YOL149W	DCP1	231	Verified	other
YOL150C	YOL150C	103	Dubious	other
YOL151W	GRE2	342	Verified	other
YOL152W	FRE7	620	Verified	other
YOL154W	ZPS1	249	Verified	other
YOL155C	HPF1	967	Verified	MSN2/4
YOL155W-A	YOL155W-A	44	Uncharacterized	other
YOL156W	HXT11	567	Verified	other
YOL157C	IMA2	589	Verified	other
YOL158C	ENB1	606	Verified	other
YOL159C	CSS3	171	Verified	other
YOL159C-A	YOL159C-A	90	Verified	other
YOL160W	YOL160W	113	Uncharacterized	other
YOL161C	PAU20	120	Verified	other
YOL162W	YOL162W	215	Uncharacterized	other
YOL163W	YOL163W	169	Uncharacterized	other
YOL164W	BDS1	646	Verified	other
YOL164W-A	YOL164W-A	60	Uncharacterized	other
YOL165C	AAD15	143	Verified	other
YOL166C	YOL166C	112	Dubious	other
YOL166W-A	YOL166W-A	51	Uncharacterized	other
YOR001W	RRP6	733	Verified	other
YOR002W	ALG6	544	Verified	other
YOR003W	YSP3	478	Verified	other
YOR004W	UTP23	254	Verified	translation
YOR005C	DNL4	944	Verified	other
YOR006C	TSR3	313	Verified	translation
YOR007C	SGT2	346	Verified	other
YOR008C	SLG1	378	Verified	other
YOR008C-A	YOR008C-A	74	Uncharacterized	other
YOR008W-B	YOR008W-B	33	Dubious	other
YOR009W	TIR4	487	Verified	other
YOR010C	TIR2	251	Verified	other
YOR011W	AUS1	1394	Verified	other
YOR011W-A	YOR011W-A	68	Uncharacterized	other
YOR012W	YOR012W	137	Uncharacterized	other
YOR013W	IRC11	156	Dubious	other
YOR014W	RTS1	757	Verified	other
YOR015W	YOR015W	119	Uncharacterized	other
YOR016C	ERP4	207	Verified	other
YOR017W	PET127	800	Verified	other
YOR018W	ROD1	837	Verified	other
YOR019W	YOR019W	730	Verified	other
YOR020C	HSP10	106	Verified	HSF1
YOR020W-A	YOR020W-A	90	Uncharacterized	other
YOR021C	SFM1	213	Verified	other
YOR022C	DDL1	715	Verified	other
YOR023C	AHC1	566	Verified	other
YOR024W	YOR024W	107	Dubious	other
YOR025W	HST3	447	Verified	other
YOR026W	BUB3	341	Verified	other
YOR027W	STI1	589	Verified	HSF1
YOR028C	CIN5	295	Verified	MSN2/4
YOR029W	YOR029W	111	Uncharacterized	other
YOR030W	DFG16	619	Verified	other
YOR032C	HMS1	434	Verified	other
YOR032W-A	YOR032W-A	66	Uncharacterized	other
YOR033C	EXO1	702	Verified	other
YOR034C	AKR2	749	Verified	other
YOR034C-A	YOR034C-A	80	Uncharacterized	other
YOR035C	SHE4	789	Verified	other
YOR036W	PEP12	288	Verified	other
YOR037W	CYC2	366	Verified	other
YOR038C	HIR2	875	Verified	other
YOR039W	CKB2	258	Verified	other
YOR040W	GLO4	285	Verified	MSN2/4
YOR041C	YOR041C	143	Dubious	other
YOR042W	CUE5	411	Verified	other
YOR043W	WHI2	486	Verified	other
YOR044W	IRC23	157	Verified	MSN2/4
YOR045W	TOM6	61	Verified	other
YOR046C	DBP5	482	Verified	other
YOR047C	STD1	444	Verified	other
YOR048C	RAT1	1006	Verified	other
YOR049C	RSB1	354	Verified	other
YOR050C	YOR050C	115	Dubious	other
YOR051C	ETT1	412	Verified	other
YOR052C	TMC1	150	Verified	other
YOR053W	YOR053W	113	Dubious	other
YOR054C	VHS3	674	Verified	other
YOR055W	YOR055W	144	Dubious	other
YOR056C	NOB1	459	Verified	translation
YOR057W	SGT1	395	Verified	other
YOR058C	ASE1	885	Verified	other
YOR059C	LPL1	450	Verified	other
YOR060C	SLD7	257	Verified	other
YOR061W	CKA2	339	Verified	other
YOR062C	YOR062C	268	Uncharacterized	other
YOR063W	RPL3	387	Verified	translation
YOR064C	YNG1	219	Verified	other
YOR065W	CYT1	309	Verified	other
YOR066W	MSA1	629	Verified	other
YOR067C	ALG8	577	Verified	other
YOR068C	VAM10	114	Verified	other
YOR069W	VPS5	675	Verified	other
YOR070C	GYP1	637	Verified	other
YOR071C	NRT1	598	Verified	other
YOR072W	YOR072W	104	Uncharacterized	other
YOR072W-A	YOR072W-A	82	Dubious	other
YOR072W-B	YOR072W-B	53	Uncharacterized	other
YOR073W	SGO1	590	Verified	other
YOR073W-A	YOR073W-A	77	Dubious	other
YOR074C	CDC21	304	Verified	other
YOR075W	UFE1	346	Verified	other
YOR076C	SKI7	747	Verified	other
YOR077W	RTS2	232	Verified	other
YOR078W	BUD21	214	Verified	translation
YOR079C	ATX2	313	Verified	other
YOR080W	DIA2	732	Verified	other
YOR081C	TGL5	749	Verified	other
YOR082C	YOR082C	113	Dubious	other
YOR083W	WHI5	295	Verified	other
YOR084W	LPX1	387	Verified	other
YOR085W	OST3	350	Verified	other
YOR086C	TCB1	1186	Verified	other
YOR087W	YVC1	675	Verified	other
YOR089C	VPS21	210	Verified	other
YOR090C	PTC5	572	Verified	other
YOR091W	TMA46	345	Verified	other
YOR092W	ECM3	613	Verified	other
YOR093C	CMR2	1648	Uncharacterized	other
YOR094W	ARF3	183	Verified	other
YOR095C	RKI1	258	Verified	other
YOR096W	RPS7A	190	Verified	translation
YOR097C	YOR097C	175	Uncharacterized	other
YOR098C	NUP1	1076	Verified	other
YOR099W	KTR1	393	Verified	other
YOR100C	CRC1	327	Verified	other
YOR101W	RAS1	309	Verified	other
YOR102W	YOR102W	116	Dubious	other
YOR103C	OST2	130	Verified	other
YOR104W	PIN2	282	Verified	other
YOR105W	YOR105W	108	Uncharacterized	other
YOR106W	VAM3	283	Verified	other
YOR107W	RGS2	309	Verified	other
YOR108C-A	YOR108C-A	69	Dubious	other
YOR108W	LEU9	604	Verified	other
YOR109W	INP53	1107	Verified	other
YOR110W	TFC7	435	Verified	other
YOR111W	YOR111W	232	Uncharacterized	other
YOR112W	CEX1	761	Verified	other
YOR113W	AZF1	914	Verified	other
YOR114W	YOR114W	294	Uncharacterized	other
YOR115C	TRS33	268	Verified	other
YOR116C	RPO31	1460	Verified	other
YOR117W	RPT5	434	Verified	other
YOR118W	RTC5	567	Verified	other
YOR119C	RIO1	484	Verified	translation
YOR120W	GCY1	312	Verified	MSN2/4
YOR121C	YOR121C	101	Dubious	other
YOR122C	PFY1	126	Verified	other
YOR123C	LEO1	464	Verified	other
YOR124C	UBP2	1272	Verified	other
YOR125C	CAT5	233	Verified	other
YOR126C	IAH1	238	Verified	other
YOR127W	RGA1	1007	Verified	other
YOR128C	ADE2	571	Verified	other
YOR129C	AFI1	893	Verified	other
YOR130C	ORT1	292	Verified	other
YOR131C	YOR131C	218	Verified	other
YOR132W	VPS17	551	Verified	other
YOR133W	EFT1	842	Verified	translation
YOR134W	BAG7	409	Verified	MSN2/4
YOR135C	IRC14	113	Dubious	other
YOR136W	IDH2	369	Verified	other
YOR137C	SIA1	622	Verified	other
YOR138C	RUP1	671	Verified	other
YOR139C	YOR139C	130	Dubious	other
YOR140W	SFL1	766	Verified	other
YOR141C	ARP8	881	Verified	other
YOR142W	LSC1	329	Verified	other
YOR143C	THI80	319	Verified	other
YOR144C	ELG1	791	Verified	other
YOR145C	PNO1	274	Verified	translation
YOR146W	YOR146W	101	Dubious	other
YOR147W	MDM32	622	Verified	other
YOR148C	SPP2	185	Verified	other
YOR149C	SMP3	516	Verified	other
YOR150W	MRPL23	163	Verified	other
YOR151C	RPB2	1224	Verified	other
YOR152C	ATG40	256	Verified	other
YOR153W	PDR5	1511	Verified	other
YOR154W	SLP1	587	Verified	other
YOR155C	ISN1	450	Verified	other
YOR156C	NFI1	726	Verified	other
YOR157C	PUP1	261	Verified	other
YOR158W	PET123	318	Verified	other
YOR159C	SME1	94	Verified	other
YOR160W	MTR10	972	Verified	other
YOR161C	PNS1	539	Verified	other
YOR161C-C	YOR161C-C	48	Uncharacterized	other
YOR161W-A	YOR161W-A	26	Dubious	other
YOR161W-B	YOR161W-B	86	Dubious	other
YOR162C	YRR1	810	Verified	other
YOR163W	DDP1	188	Verified	other
YOR164C	GET4	312	Verified	other
YOR165W	SEY1	776	Verified	other
YOR166C	SWT1	458	Verified	other
YOR167C	RPS28A	67	Verified	translation
YOR168W	GLN4	809	Verified	other
YOR169C	YOR169C	154	Dubious	other
YOR170W	YOR170W	101	Dubious	other
YOR171C	LCB4	624	Verified	other
YOR172W	YRM1	786	Verified	other
YOR173W	DCS2	353	Verified	MSN2/4
YOR174W	MED4	284	Verified	other
YOR175C	ALE1	619	Verified	other
YOR176W	HEM15	393	Verified	other
YOR177C	MPC54	464	Verified	other
YOR178C	GAC1	793	Verified	other
YOR179C	SYC1	188	Verified	other
YOR180C	DCI1	271	Verified	other
YOR181W	LAS17	633	Verified	other
YOR182C	RPS30B	63	Verified	translation
YOR183W	FYV12	129	Uncharacterized	other
YOR184W	SER1	395	Verified	other
YOR185C	GSP2	220	Verified	MSN2/4
YOR186C-A	YOR186C-A	69	Dubious	other
YOR186W	YOR186W	144	Uncharacterized	other
YOR187W	TUF1	437	Verified	translation
YOR188W	MSB1	1137	Verified	other
YOR189W	IES4	116	Verified	other
YOR190W	SPR1	445	Verified	other
YOR191W	ULS1	1619	Verified	other
YOR192C	THI72	599	Verified	other
YOR192C-C	YOR192C-C	78	Uncharacterized	other
YOR193W	PEX27	376	Verified	other
YOR194C	TOA1	286	Verified	other
YOR195W	SLK19	821	Verified	other
YOR196C	LIP5	414	Verified	other
YOR197W	MCA1	432	Verified	other
YOR198C	BFR1	470	Verified	other
YOR199W	YOR199W	109	Dubious	other
YOR200W	YOR200W	132	Dubious	other
YOR201C	MRM1	412	Verified	other
YOR202W	HIS3	220	Verified	other
YOR203W	YOR203W	117	Dubious	other
YOR204W	DED1	604	Verified	other
YOR205C	GEP3	556	Verified	other
YOR206W	NOC2	710	Verified	translation
YOR207C	RET1	1149	Verified	other
YOR208W	PTP2	750	Verified	other
YOR209C	NPT1	429	Verified	other
YOR210W	RPB10	70	Verified	translation
YOR211C	MGM1	881	Verified	other
YOR212W	STE4	423	Verified	other
YOR213C	SAS5	248	Verified	other
YOR214C	SPR2	236	Verified	other
YOR215C	AIM41	185	Verified	other
YOR216C	RUD3	484	Verified	other
YOR217W	RFC1	861	Verified	other
YOR218C	YOR218C	139	Dubious	other
YOR219C	STE13	931	Verified	other
YOR220W	RCN2	265	Verified	MSN2/4
YOR221C	MCT1	360	Verified	other
YOR222W	ODC2	307	Verified	other
YOR223W	DSC3	292	Verified	other
YOR224C	RPB8	146	Verified	translation
YOR225W	YOR225W	109	Dubious	other
YOR226C	ISU2	156	Verified	other
YOR227W	HER1	1246	Verified	other
YOR228C	MCP1	302	Verified	other
YOR229W	WTM2	467	Verified	other
YOR230W	WTM1	437	Verified	other
YOR231C-A	YOR231C-A	66	Dubious	other
YOR231W	MKK1	508	Verified	other
YOR232W	MGE1	228	Verified	other
YOR233W	KIN4	800	Verified	other
YOR234C	RPL33B	107	Verified	translation
YOR235W	IRC13	104	Uncharacterized	other
YOR236W	DFR1	211	Verified	other
YOR237W	HES1	434	Verified	other
YOR238W	YOR238W	303	Uncharacterized	other
YOR239W	ABP140	628	Verified	other
YOR241W	MET7	548	Verified	other
YOR242C	SSP2	371	Verified	other
YOR243C	PUS7	676	Verified	translation
YOR244W	ESA1	445	Verified	other
YOR245C	DGA1	418	Verified	other
YOR246C	ENV9	330	Verified	other
YOR247W	SRL1	210	Verified	other
YOR248W	YOR248W	100	Dubious	other
YOR249C	APC5	685	Verified	other
YOR250C	CLP1	445	Verified	other
YOR251C	TUM1	304	Verified	other
YOR252W	TMA16	178	Verified	other
YOR253W	NAT5	176	Verified	other
YOR254C	SEC63	663	Verified	other
YOR255W	OSW1	278	Verified	other
YOR256C	TRE2	809	Verified	other
YOR257W	CDC31	161	Verified	other
YOR258W	HNT3	217	Verified	other
YOR259C	RPT4	437	Verified	other
YOR260W	GCD1	578	Verified	translation
YOR261C	RPN8	338	Verified	other
YOR262W	GPN2	347	Verified	other
YOR263C	YOR263C	135	Dubious	other
YOR264W	DSE3	430	Verified	other
YOR265W	RBL2	106	Verified	other
YOR266W	PNT1	423	Verified	other
YOR267C	HRK1	759	Verified	HSF1
YOR268C	YOR268C	132	Uncharacterized	other
YOR269W	PAC1	494	Verified	other
YOR270C	VPH1	840	Verified	other
YOR271C	FSF1	327	Uncharacterized	other
YOR272W	YTM1	460	Verified	translation
YOR273C	TPO4	659	Verified	other
YOR274W	MOD5	428	Verified	other
YOR275C	RIM20	661	Verified	other
YOR276W	CAF20	161	Verified	translation
YOR277C	YOR277C	102	Dubious	other
YOR278W	HEM4	275	Verified	other
YOR279C	RFM1	310	Verified	other
YOR280C	FSH3	266	Verified	other
YOR281C	PLP2	286	Verified	other
YOR282W	YOR282W	106	Dubious	other
YOR283W	YOR283W	230	Verified	other
YOR284W	HUA2	243	Verified	other
YOR285W	RDL1	139	Verified	MSN2/4
YOR286W	RDL2	149	Verified	other
YOR287C	RRP36	300	Verified	translation
YOR288C	MPD1	318	Verified	other
