skORF	gene	ORF	kmORF
SKDZ_16G2390	ERG10	YPL028W	KLMA_60383
SKDZ_16G2400	SMA1	YPL027W	NA
SKDZ_16G2410	SKS1	YPL026C	KLMA_60381
SKDZ_16G2420	RMI1	YPL024W	KLMA_60379
SKDZ_16G2430	MET12	YPL023C	KLMA_60378
SKDZ_16G2440	RAD1	YPL022W	KLMA_60377
SKDZ_16G2450	ECM23	YPL021W	NA
SKDZ_16G2460	ULP1	YPL020C	KLMA_20214
SKDZ_16G2470	VTC3	YPL019C	KLMA_30125
SKDZ_16G2480	CTF19	YPL018W	NA
SKDZ_16G2490	IRC15	YPL017C	NA
SKDZ_16G2500	SWI1	YPL016W	KLMA_60376
SKDZ_16G2510	HST2	YPL015C	KLMA_20212
SKDZ_16G2520	YPL014W	YPL014W	KLMA_40326
SKDZ_16G2530	MRPS16	YPL013C	KLMA_40327
SKDZ_16G2540	RRP12	YPL012W	KLMA_40328
SKDZ_16G2550	TAF3	YPL011C	KLMA_40329
SKDZ_16G2560	RET3	YPL010W	KLMA_40330
SKDZ_16G2580	CHL1	YPL008W	KLMA_40324
SKDZ_16G2590	TFC8	YPL007C	KLMA_40323
SKDZ_16G2600	NCR1	YPL006W	KLMA_40322
SKDZ_16G2610	AEP3	YPL005W	KLMA_40321
SKDZ_16G2620	LSP1	YPL004C	KLMA_70451
SKDZ_16G2630	ULA1	YPL003W	KLMA_70450
SKDZ_16G2640	SNF8	YPL002C	KLMA_70447
SKDZ_16G2650	HAT1	YPL001W	KLMA_70446
SKDZ_16G2660	CIT3	YPR001W	KLMA_70444
SKDZ_16G2670	PDH1	YPR002W	KLMA_70443
SKDZ_16G2680	YPR003C	YPR003C	KLMA_70436
SKDZ_16G2690	AIM45	YPR004C	KLMA_70435
SKDZ_16G2700	HAL1	YPR005C	NA
SKDZ_16G2710	ICL2	YPR006C	KLMA_70429
SKDZ_16G2720	REC8	YPR007C	KLMA_30619
SKDZ_16G2730	HAA1	YPR008W	KLMA_30616
SKDZ_16G2740	SUT2	YPR009W	KLMA_30614
SKDZ_16G2750	RPA135	YPR010C	KLMA_50214
SKDZ_16G2760	YPR010C-A	YPR010C-A	KLMA_20461
SKDZ_16G2770	YPR011C	YPR011C	KLMA_20460
SKDZ_16G2790	YPR015C	YPR015C	KLMA_50138
SKDZ_16G2800	TIF6	YPR016C	KLMA_10595
SKDZ_16G2810	DSS4	YPR017C	NA
SKDZ_16G2820	RLF2	YPR018W	KLMA_10597
SKDZ_16G2830	MCM4	YPR019W	KLMA_30303
SKDZ_16G2840	ATP20	YPR020W	KLMA_30306
SKDZ_16G2850	AGC1	YPR021C	KLMA_70407
SKDZ_16G2860	YPR022C	YPR022C	NA
SKDZ_16G2870	EAF3	YPR023C	KLMA_70409
SKDZ_16G2880	YME1	YPR024W	KLMA_70142
SKDZ_16G2890	CCL1	YPR025C	KLMA_70141
SKDZ_16G2900	ATH1	YPR026W	KLMA_70139
SKDZ_16G2910	YPR027C	YPR027C	NA
SKDZ_16G2920	YOP1	YPR028W	KLMA_70138
SKDZ_16G2930	APL4	YPR029C	KLMA_70137
SKDZ_16G2940	CSR2	YPR030W	NA
SKDZ_16G2950	NTO1	YPR031W	KLMA_70132
SKDZ_16G2960	SRO7	YPR032W	KLMA_70129
SKDZ_16G2970	HTS1	YPR033C	KLMA_70127
SKDZ_16G2980	ARP7	YPR034W	KLMA_70124
SKDZ_16G2990	GLN1	YPR035W	KLMA_70123
SKDZ_16G3000	VMA13	YPR036W	KLMA_70122
SKDZ_16G3020	ERV2	YPR037C	KLMA_70117
SKDZ_16G3030	TIP41	YPR040W	KLMA_70116
SKDZ_16G3040	TIF5	YPR041W	KLMA_70113
SKDZ_16G3050	PUF2	YPR042C	NA
SKDZ_16G3060	RPL43A	YPR043W	NA
SKDZ_16G3070	THP3	YPR045C	KLMA_20016
SKDZ_16G3080	MCM16	YPR046W	NA
SKDZ_16G3090	MSF1	YPR047W	KLMA_70339
SKDZ_16G3100	TAH18	YPR048W	KLMA_70338
SKDZ_16G3110	ATG11	YPR049C	KLMA_70337
SKDZ_16G3130	MAK3	YPR051W	KLMA_70335
SKDZ_16G3140	NHP6A	YPR052C	NA
SKDZ_16G3150	SMK1	YPR054W	KLMA_70327
SKDZ_16G3160	SEC8	YPR055W	KLMA_20081
SKDZ_16G3170	TFB4	YPR056W	KLMA_80328
SKDZ_16G3180	BRR1	YPR057W	KLMA_80330
SKDZ_16G3190	YMC1	YPR058W	KLMA_80331
SKDZ_16G3210	ARO7	YPR060C	KLMA_80332
SKDZ_16G3220	JID1	YPR061C	KLMA_80333
SKDZ_16G3230	FCY1	YPR062W	KLMA_80334
SKDZ_16G3240	YPR063C	YPR063C	KLMA_80335
SKDZ_16G3250	ROX1	YPR065W	NA
SKDZ_16G3260	UBA3	YPR066W	KLMA_80286
SKDZ_16G3270	ISA2	YPR067W	NA
SKDZ_16G3280	HOS1	YPR068C	KLMA_80293
SKDZ_16G3290	SPE3	YPR069C	KLMA_80294
SKDZ_16G3300	MED1	YPR070W	KLMA_80295
SKDZ_16G3310	NOT5	YPR072W	KLMA_80300
SKDZ_16G3320	LTP1	YPR073C	KLMA_80301
SKDZ_16G3330	TKL1	YPR074C	KLMA_80302
SKDZ_16G3350	OPY2	YPR075C	KLMA_80303
SKDZ_16G3370	YPR078C	YPR078C	NA
SKDZ_16G3380	MRL1	YPR079W	KLMA_80308
SKDZ_16G3390	TEF1	YPR080W	KLMA_80309
SKDZ_16G3400	GRS2	YPR081C	NA
SKDZ_16G3410	DIB1	YPR082C	KLMA_80313
SKDZ_16G3420	MDM36	YPR083W	KLMA_20707
SKDZ_16G3430	YPR084W	YPR084W	KLMA_20710
SKDZ_16G3440	ASA1	YPR085C	KLMA_20711
SKDZ_16G3450	SUA7	YPR086W	KLMA_50380
SKDZ_16G3470	SRP54	YPR088C	KLMA_20714
SKDZ_16G3480	YPR089W	YPR089W	KLMA_70213
SKDZ_16G3490	NVJ2	YPR091C	KLMA_70209
SKDZ_16G3500	ASR1	YPR093C	KLMA_70206
SKDZ_16G3510	RDS3	YPR094W	KLMA_70205
SKDZ_16G3520	SYT1	YPR095C	KLMA_70204
SKDZ_16G3530	YPR097W	YPR097W	KLMA_30508
SKDZ_16G3540	YPR098C	YPR098C	KLMA_70203
SKDZ_16G3550	MRPL51	YPR100W	KLMA_20335
SKDZ_16G3560	SNT309	YPR101W	NA
SKDZ_16G3570	RPL11A	YPR102C	KLMA_20339
SKDZ_16G3580	PRE2	YPR103W	KLMA_20340
SKDZ_16G3590	FHL1	YPR104C	KLMA_20341
SKDZ_16G3600	COG4	YPR105C	KLMA_20342
SKDZ_16G3610	ISR1	YPR106W	NA
SKDZ_16G3620	YTH1	YPR107C	KLMA_20344
SKDZ_16G3630	RPN7	YPR108W	KLMA_50418
SKDZ_16G3640	YPR109W	YPR109W	NA
SKDZ_16G3650	RPC40	YPR110C	KLMA_50426
SKDZ_16G3660	DBF20	YPR111W	KLMA_50428
SKDZ_16G3670	MRD1	YPR112C	KLMA_50430
SKDZ_16G3680	PIS1	YPR113W	KLMA_50434
SKDZ_16G3690	YPR114W	YPR114W	KLMA_50435
SKDZ_16G3700	RGC1	YPR115W	NA
SKDZ_16G3720	RRG8	YPR116W	KLMA_50438
SKDZ_16G3730	YPR117W	YPR117W	KLMA_50441
SKDZ_16G3740	MRI1	YPR118W	KLMA_50452
SKDZ_16G3750	CLB2	YPR119W	KLMA_50454
SKDZ_16G3760	CLB5	YPR120C	KLMA_50455
SKDZ_16G3770	AXL1	YPR122W	KLMA_50457
SKDZ_16G3790	CTR1	YPR124W	KLMA_70305
SKDZ_16G3800	YLH47	YPR125W	KLMA_70302
SKDZ_16G3820	YPR127W	YPR127W	KLMA_30365
SKDZ_16G3830	ANT1	YPR128C	KLMA_70301
SKDZ_16G3840	SCD6	YPR129W	KLMA_70300
SKDZ_16G3850	NAT3	YPR131C	KLMA_70299
SKDZ_16G3860	RPS23B	YPR132W	KLMA_70297
SKDZ_16G3870	SPN1	YPR133C	KLMA_70296
SKDZ_16G3880	TOM5	YPR133W-A	KLMA_70295
SKDZ_16G3890	MSS18	YPR134W	NA
SKDZ_16G3900	CTF4	YPR135W	KLMA_70291
SKDZ_16G3910	RRP9	YPR137W	KLMA_70290
SKDZ_16G3920	MEP3	YPR138C	KLMA_70289
SKDZ_16G3930	LOA1	YPR139C	KLMA_70287
SKDZ_16G3940	TAZ1	YPR140W	KLMA_70286
SKDZ_16G3950	KAR3	YPR141C	KLMA_70285
SKDZ_16G3960	RRP15	YPR143W	KLMA_70284
SKDZ_16G3970	NOC4	YPR144C	KLMA_70282
SKDZ_16G3980	ASN1	YPR145W	KLMA_70281
SKDZ_16G3990	YPR147C	YPR147C	NA
SKDZ_16G4000	YPR148C	YPR148C	KLMA_20510
SKDZ_16G4010	NCE102	YPR149W	KLMA_50482
SKDZ_16G4020	SUE1	YPR151C	KLMA_20537
SKDZ_16G4040	URN1	YPR152C	KLMA_20539
SKDZ_16G4050	YPR153W	YPR153W	KLMA_20541
SKDZ_16G4060	PIN3	YPR154W	KLMA_20542
SKDZ_16G4070	NCA2	YPR155C	KLMA_20543
SKDZ_16G4080	TPO3	YPR156C	KLMA_20544
SKDZ_16G4090	TDA6	YPR157W	NA
SKDZ_16G4100	CUR1	YPR158W	NA
SKDZ_16G4110	KRE6	YPR159W	KLMA_20549
SKDZ_16G4120	GPH1	YPR160W	KLMA_20256
SKDZ_16G4130	SGV1	YPR161C	KLMA_60444
SKDZ_16G4140	ORC4	YPR162C	KLMA_70264
SKDZ_16G4150	TIF3	YPR163C	KLMA_70265
SKDZ_16G4160	MMS1	YPR164W	NA
SKDZ_16G4170	RHO1	YPR165W	NA
SKDZ_16G4180	MRP2	YPR166C	KLMA_70269
SKDZ_16G4190	MET16	YPR167C	KLMA_70271
SKDZ_16G4200	NUT2	YPR168W	KLMA_70272
SKDZ_16G4210	JIP5	YPR169W	KLMA_70273
SKDZ_16G4230	YPR170W-B	YPR170W-B	NA
SKDZ_16G4250	BSP1	YPR171W	NA
SKDZ_16G4260	YPR172W	YPR172W	NA
SKDZ_16G4270	VPS4	YPR173C	KLMA_70279
SKDZ_16G4280	YPR174C	YPR174C	NA
SKDZ_16G4290	DPB2	YPR175W	KLMA_20503
SKDZ_16G4300	BET2	YPR176C	KLMA_20502
SKDZ_16G4310	PRP4	YPR178W	KLMA_20501
SKDZ_16G4320	HDA3	YPR179C	KLMA_20500
SKDZ_16G4330	AOS1	YPR180W	KLMA_20499
SKDZ_16G4340	SEC23	YPR181C	KLMA_20498
SKDZ_16G4350	SMX3	YPR182W	KLMA_20496
SKDZ_16G4360	DPM1	YPR183W	KLMA_40471
SKDZ_16G4370	GDB1	YPR184W	KLMA_40472
SKDZ_16G4380	ATG13	YPR185W	KLMA_40473
SKDZ_16G4390	PZF1	YPR186C	KLMA_40474
SKDZ_16G4400	RPO26	YPR187W	KLMA_40475
SKDZ_16G4410	MLC2	YPR188C	KLMA_40476
SKDZ_16G4420	SKI3	YPR189W	KLMA_40477
SKDZ_16G4430	RPC82	YPR190C	KLMA_40478
SKDZ_16G4440	QCR2	YPR191W	KLMA_40479
SKDZ_16G4450	AQY1	YPR192W	KLMA_30348
SKDZ_16G4460	HPA2	YPR193C	NA
SKDZ_16G4470	OPT2	YPR194C	KLMA_50450
SKDZ_16G4480	MCH2	YKL221W	KLMA_70459
SKDZ_16G4490	YKL222C	YKL222C	KLMA_20280
NA	YAL004W	YAL004W	NA
NA	YAL016C-A	YAL016C-A	NA
NA	YAL016C-B	YAL016C-B	NA
NA	LDS1	YAL018C	KLMA_20368
NA	YAL019W-A	YAL019W-A	NA
NA	YAL026C-A	YAL026C-A	NA
NA	YAL031W-A	YAL031W-A	NA
NA	YAL034C-B	YAL034C-B	NA
NA	YAL037C-A	YAL037C-A	NA
NA	YAL037C-B	YAL037C-B	NA
NA	YAL042C-A	YAL042C-A	NA
NA	YAL045C	YAL045C	NA
NA	YAL047W-A	YAL047W-A	NA
NA	YAL056C-A	YAL056C-A	NA
NA	YAL059C-A	YAL059C-A	NA
NA	YAL063C-A	YAL063C-A	NA
NA	TDA8	YAL064C-A	NA
NA	YAL064W	YAL064W	NA
NA	YAL064W-B	YAL064W-B	NA
NA	YAL065C	YAL065C	NA
NA	YAL066W	YAL066W	NA
NA	SEO1	YAL067C	KLMA_50332
NA	YAL067W-A	YAL067W-A	NA
NA	PAU8	YAL068C	NA
NA	YAL068W-A	YAL068W-A	NA
NA	YAL069W	YAL069W	NA
NA	YAR009C	YAR009C	KLMA_10001
NA	YAR009C	YAR009C	KLMA_10760
NA	YAR009C	YAR009C	KLMA_20185
NA	YAR009C	YAR009C	KLMA_30004
NA	YAR009C	YAR009C	KLMA_30006
NA	YAR009C	YAR009C	KLMA_30054
NA	YAR009C	YAR009C	KLMA_40299
NA	YAR009C	YAR009C	KLMA_50423
NA	YAR009C	YAR009C	KLMA_30008
NA	YAR009C	YAR009C	KLMA_50004
NA	YAR009C	YAR009C	KLMA_10554
NA	YAR009C	YAR009C	KLMA_40195
NA	YAR009C	YAR009C	KLMA_40420
NA	YAR009C	YAR009C	KLMA_40630
NA	YAR009C	YAR009C	KLMA_80002
NA	YAR009C	YAR009C	KLMA_40001
NA	YAR009C	YAR009C	KLMA_80326
NA	YAR009C	YAR009C	KLMA_80003
NA	YAR010C	YAR010C	NA
NA	YAR019W-A	YAR019W-A	NA
NA	PAU7	YAR020C	NA
NA	YAR023C	YAR023C	NA
NA	UIP3	YAR027W	NA
NA	YAR029W	YAR029W	NA
NA	YAR030C	YAR030C	NA
NA	PRM9	YAR031W	NA
NA	MST28	YAR033W	NA
NA	YAR035C-A	YAR035C-A	NA
NA	YAR047C	YAR047C	NA
NA	YAR053W	YAR053W	NA
NA	YAR060C	YAR060C	NA
NA	YAR061W	YAR061W	NA
NA	YAR064W	YAR064W	NA
NA	YAR066W	YAR066W	NA
NA	YAR068W	YAR068W	NA
NA	YAR069C	YAR069C	NA
NA	YAR070C	YAR070C	NA
NA	PHO11	YAR071W	KLMA_10834
NA	PHO11	YAR071W	KLMA_20829
NA	YAR073W	YAR073W	KLMA_50183
NA	YAR073W	YAR073W	KLMA_50184
NA	YAR075W	YAR075W	KLMA_50183
NA	YAR075W	YAR075W	KLMA_50184
NA	YBL005W-A	YBL005W-A	NA
NA	YBL005W-B	YBL005W-B	KLMA_10001
NA	YBL005W-B	YBL005W-B	KLMA_10760
NA	YBL005W-B	YBL005W-B	KLMA_20185
NA	YBL005W-B	YBL005W-B	KLMA_30004
NA	YBL005W-B	YBL005W-B	KLMA_30006
NA	YBL005W-B	YBL005W-B	KLMA_30054
NA	YBL005W-B	YBL005W-B	KLMA_40299
NA	YBL005W-B	YBL005W-B	KLMA_50423
NA	YBL005W-B	YBL005W-B	KLMA_30008
NA	YBL005W-B	YBL005W-B	KLMA_50004
NA	YBL005W-B	YBL005W-B	KLMA_10554
NA	YBL005W-B	YBL005W-B	KLMA_40195
NA	YBL005W-B	YBL005W-B	KLMA_40420
NA	YBL005W-B	YBL005W-B	KLMA_40630
NA	YBL005W-B	YBL005W-B	KLMA_80002
NA	YBL005W-B	YBL005W-B	KLMA_40001
NA	YBL005W-B	YBL005W-B	KLMA_80326
NA	YBL005W-B	YBL005W-B	KLMA_80003
NA	YBL006W-A	YBL006W-A	NA
NA	YBL008W-A	YBL008W-A	NA
NA	YBL012C	YBL012C	NA
NA	HEK2	YBL032W	KLMA_70351
NA	YBL039C-A	YBL039C-A	NA
NA	YBL044W	YBL044W	NA
NA	YBL048W	YBL048W	NA
NA	YBL053W	YBL053W	NA
NA	YBL059W	YBL059W	NA
NA	YBL062W	YBL062W	NA
NA	YBL065W	YBL065W	NA
NA	YBL068W-A	YBL068W-A	KLMA_80363
NA	YBL070C	YBL070C	NA
NA	YBL071C	YBL071C	NA
NA	YBL071C-B	YBL071C-B	NA
NA	YBL073W	YBL073W	NA
NA	YBL077W	YBL077W	NA
NA	YBL083C	YBL083C	NA
NA	YBL094C	YBL094C	NA
NA	YBL096C	YBL096C	NA
NA	YBL100C	YBL100C	NA
NA	YBL100W-A	YBL100W-A	NA
NA	YBL100W-B	YBL100W-B	KLMA_10001
NA	YBL100W-B	YBL100W-B	KLMA_10760
NA	YBL100W-B	YBL100W-B	KLMA_20185
NA	YBL100W-B	YBL100W-B	KLMA_30004
NA	YBL100W-B	YBL100W-B	KLMA_30006
NA	YBL100W-B	YBL100W-B	KLMA_30054
NA	YBL100W-B	YBL100W-B	KLMA_40299
NA	YBL100W-B	YBL100W-B	KLMA_50423
NA	YBL100W-B	YBL100W-B	KLMA_30008
NA	YBL100W-B	YBL100W-B	KLMA_50004
NA	YBL100W-B	YBL100W-B	KLMA_10554
NA	YBL100W-B	YBL100W-B	KLMA_40195
NA	YBL100W-B	YBL100W-B	KLMA_40420
NA	YBL100W-B	YBL100W-B	KLMA_40630
NA	YBL100W-B	YBL100W-B	KLMA_80002
NA	YBL100W-B	YBL100W-B	KLMA_40001
NA	YBL100W-B	YBL100W-B	KLMA_80326
NA	YBL100W-B	YBL100W-B	KLMA_80003
NA	YBL100W-C	YBL100W-C	NA
NA	MIX23	YBL107C	KLMA_70128
NA	YBL107W-A	YBL107W-A	NA
NA	PAU9	YBL108C-A	NA
NA	YBL108W	YBL108W	NA
NA	YBL109W	YBL109W	NA
NA	YBL111C	YBL111C	NA
NA	YBL112C	YBL112C	NA
NA	YBL113C	YBL113C	NA
NA	YBL113W-A	YBL113W-A	NA
NA	FLR1	YBR008C	NA
NA	YBR012C	YBR012C	NA
NA	YBR012W-A	YBR012W-A	NA
NA	YBR012W-B	YBR012W-B	KLMA_10001
NA	YBR012W-B	YBR012W-B	KLMA_10760
NA	YBR012W-B	YBR012W-B	KLMA_20185
NA	YBR012W-B	YBR012W-B	KLMA_30004
NA	YBR012W-B	YBR012W-B	KLMA_30006
NA	YBR012W-B	YBR012W-B	KLMA_30054
NA	YBR012W-B	YBR012W-B	KLMA_40299
NA	YBR012W-B	YBR012W-B	KLMA_50423
NA	YBR012W-B	YBR012W-B	KLMA_30008
NA	YBR012W-B	YBR012W-B	KLMA_50004
NA	YBR012W-B	YBR012W-B	KLMA_10554
NA	YBR012W-B	YBR012W-B	KLMA_40195
NA	YBR012W-B	YBR012W-B	KLMA_40420
NA	YBR012W-B	YBR012W-B	KLMA_40630
NA	YBR012W-B	YBR012W-B	KLMA_80002
NA	YBR012W-B	YBR012W-B	KLMA_40001
NA	YBR012W-B	YBR012W-B	KLMA_80326
NA	YBR012W-B	YBR012W-B	KLMA_80003
NA	YBR013C	YBR013C	NA
NA	YBR027C	YBR027C	NA
NA	YBR032W	YBR032W	NA
NA	YBR051W	YBR051W	NA
NA	YBR056C-B	YBR056C-B	NA
NA	YBR064W	YBR064W	NA
NA	YBR072C-A	YBR072C-A	NA
NA	PFF1	YBR074W	KLMA_20182
NA	YBR076C-A	YBR076C-A	NA
NA	YBR089W	YBR089W	NA
NA	YBR090C	YBR090C	NA
NA	YBR099C	YBR099C	NA
NA	YBR103C-A	YBR103C-A	NA
NA	YBR109W-A	YBR109W-A	NA
NA	YBR113W	YBR113W	NA
NA	YBR116C	YBR116C	NA
NA	YBR121C-A	YBR121C-A	NA
NA	YBR124W	YBR124W	NA
NA	YBR126W-B	YBR126W-B	NA
NA	YBR131C-A	YBR131C-A	NA
NA	YBR134W	YBR134W	NA
NA	BMT2	YBR141C	KLMA_30392
NA	YBR141W-A	YBR141W-A	NA
NA	YBR144C	YBR144C	NA
NA	YBR174C	YBR174C	NA
NA	YBR178W	YBR178W	NA
NA	YBR182C-A	YBR182C-A	NA
NA	YBR190W	YBR190W	NA
NA	RPL21A	YBR191W	KLMA_10769
NA	YBR196C-A	YBR196C-A	NA
NA	YBR196C-B	YBR196C-B	NA
NA	YBR200W-A	YBR200W-A	NA
NA	YBR201C-A	YBR201C-A	NA
NA	YBR206W	YBR206W	NA
NA	YBR209W	YBR209W	NA
NA	YBR219C	YBR219C	KLMA_20279
NA	YBR221W-A	YBR221W-A	NA
NA	YBR223W-A	YBR223W-A	NA
NA	YBR224W	YBR224W	NA
NA	YBR226C	YBR226C	NA
NA	YBR232C	YBR232C	NA
NA	VHC1	YBR235W	KLMA_20235
NA	MIC12	YBR262C	NA
NA	YBR266C	YBR266C	NA
NA	SDH8	YBR269C	KLMA_50068
NA	YBR277C	YBR277C	NA
NA	YBR292C	YBR292C	NA
NA	YBR296C-A	YBR296C-A	NA
NA	MAL33	YBR297W	NA
NA	MAL31	YBR298C	NA
NA	YBR298C-A	YBR298C-A	NA
NA	MAL32	YBR299W	NA
NA	YBR300C	YBR300C	NA
NA	PAU24	YBR301W	NA
NA	COS2	YBR302C	NA
NA	YCL001W-A	YCL001W-A	NA
NA	YCL007C	YCL007C	NA
NA	YCL019W	YCL019W	KLMA_10001
NA	YCL019W	YCL019W	KLMA_10760
NA	YCL019W	YCL019W	KLMA_20185
NA	YCL019W	YCL019W	KLMA_30004
NA	YCL019W	YCL019W	KLMA_30006
NA	YCL019W	YCL019W	KLMA_30054
NA	YCL019W	YCL019W	KLMA_40299
NA	YCL019W	YCL019W	KLMA_50423
NA	YCL019W	YCL019W	KLMA_30008
NA	YCL019W	YCL019W	KLMA_50004
NA	YCL019W	YCL019W	KLMA_10554
NA	YCL019W	YCL019W	KLMA_40195
NA	YCL019W	YCL019W	KLMA_40420
NA	YCL019W	YCL019W	KLMA_40630
NA	YCL019W	YCL019W	KLMA_80002
NA	YCL019W	YCL019W	KLMA_40001
NA	YCL019W	YCL019W	KLMA_80326
NA	YCL019W	YCL019W	KLMA_80003
NA	YCL020W	YCL020W	NA
NA	YCL021W-A	YCL021W-A	NA
NA	YCL022C	YCL022C	NA
NA	YCL023C	YCL023C	NA
NA	FRM2	YCL026C-A	NA
NA	YCL041C	YCL041C	NA
NA	YCL042W	YCL042W	NA
NA	YCL046W	YCL046W	NA
NA	YCL054W-A	YCL054W-A	NA
NA	MIC10	YCL057C-A	KLMA_10024
NA	FYV5	YCL058C	NA
NA	YCL065W	YCL065W	NA
NA	VBA3	YCL069W	NA
NA	GEX1	YCL073C	KLMA_40627
NA	YCL074W	YCL074W	NA
NA	YCL075W	YCL075W	NA
NA	YCL076W	YCL076W	NA
NA	YCR001W	YCR001W	NA
NA	YCR006C	YCR006C	NA
NA	YCR007C	YCR007C	NA
NA	YCR013C	YCR013C	NA
NA	YCR018C-A	YCR018C-A	NA
NA	YCR022C	YCR022C	NA
NA	YCR024C-B	YCR024C-B	NA
NA	YCR025C	YCR025C	NA
NA	ELO2	YCR034W	KLMA_10159
NA	YCR038W-A	YCR038W-A	NA
NA	MATALPHA1	YCR040W	NA
NA	YCR041W	YCR041W	NA
NA	YCR045W-A	YCR045W-A	NA
NA	YCR047W-A	YCR047W-A	NA
NA	YCR049C	YCR049C	NA
NA	YCR050C	YCR050C	NA
NA	YCR064C	YCR064C	NA
NA	EGO2	YCR075W-A	NA
NA	YCR081C-A	YCR081C-A	NA
NA	YCR085W	YCR085W	NA
NA	YCR087W	YCR087W	NA
NA	YCR095W-A	YCR095W-A	NA
NA	HMRA2	YCR096C	KLMA_10015
NA	HMRA1	YCR097W	NA
NA	YCR097W-A	YCR097W-A	NA
NA	YCR099C	YCR099C	KLMA_20040
NA	YCR100C	YCR100C	KLMA_20040
NA	YCR101C	YCR101C	NA
NA	YCR102W-A	YCR102W-A	NA
NA	PAU3	YCR104W	NA
NA	ADH7	YCR105W	NA
NA	RDS1	YCR106W	KLMA_80189
NA	AAD3	YCR107W	NA
NA	YCR108C	YCR108C	NA
NA	YDL007C-A	YDL007C-A	NA
NA	YDL009C	YDL009C	NA
NA	YDL011C	YDL011C	NA
NA	YDL016C	YDL016C	NA
NA	YDL022C-A	YDL022C-A	NA
NA	YDL023C	YDL023C	NA
NA	DIA3	YDL024C	KLMA_10834
NA	DIA3	YDL024C	KLMA_20829
NA	YDL025W-A	YDL025W-A	NA
NA	YDL026W	YDL026W	NA
NA	YDL032W	YDL032W	NA
NA	YDL034W	YDL034W	NA
NA	BSC1	YDL037C	NA
NA	PRM7	YDL039C	NA
NA	YDL041W	YDL041W	NA
NA	YDL050C	YDL050C	NA
NA	YDL062W	YDL062W	NA
NA	SYO1	YDL063C	KLMA_70065
NA	YDL068W	YDL068W	NA
NA	YDL071C	YDL071C	NA
NA	YDL086C-A	YDL086C-A	NA
NA	YDL094C	YDL094C	NA
NA	YDL096C	YDL096C	NA
NA	YDL114W-A	YDL114W-A	NA
NA	YDL118W	YDL118W	NA
NA	YDL151C	YDL151C	NA
NA	YDL152W	YDL152W	NA
NA	YDL158C	YDL158C	NA
NA	YDL159C-B	YDL159C-B	NA
NA	YDL159W-A	YDL159W-A	NA
NA	MHF2	YDL160C-A	NA
NA	YDL162C	YDL162C	NA
NA	YDL163W	YDL163W	NA
NA	YDL172C	YDL172C	NA
NA	YDL185C-A	YDL185C-A	NA
NA	YDL187C	YDL187C	NA
NA	YDL196W	YDL196W	NA
NA	YDL221W	YDL221W	NA
NA	YDL228C	YDL228C	NA
NA	MFG1	YDL233W	NA
NA	YDL240C-A	YDL240C-A	NA
NA	YDL241W	YDL241W	NA
NA	YDL242W	YDL242W	NA
NA	AAD4	YDL243C	NA
NA	THI13	YDL244W	KLMA_40004
NA	YDL247W-A	YDL247W-A	NA
NA	YDR003W-A	YDR003W-A	NA
NA	YDR008C	YDR008C	NA
NA	GAL3	YDR009W	KLMA_20333
NA	YDR010C	YDR010C	NA
NA	YDR015C	YDR015C	NA
NA	ATG31	YDR022C	NA
NA	YDR024W	YDR024W	NA
NA	YDR029W	YDR029W	NA
NA	MIX14	YDR031W	NA
NA	YDR034C-A	YDR034C-A	NA
NA	YDR034C-C	YDR034C-C	NA
NA	YDR034C-D	YDR034C-D	KLMA_10001
NA	YDR034C-D	YDR034C-D	KLMA_10760
NA	YDR034C-D	YDR034C-D	KLMA_20185
NA	YDR034C-D	YDR034C-D	KLMA_30004
NA	YDR034C-D	YDR034C-D	KLMA_30006
NA	YDR034C-D	YDR034C-D	KLMA_30054
NA	YDR034C-D	YDR034C-D	KLMA_40299
NA	YDR034C-D	YDR034C-D	KLMA_50423
NA	YDR034C-D	YDR034C-D	KLMA_30008
NA	YDR034C-D	YDR034C-D	KLMA_50004
NA	YDR034C-D	YDR034C-D	KLMA_10554
NA	YDR034C-D	YDR034C-D	KLMA_40195
NA	YDR034C-D	YDR034C-D	KLMA_40420
NA	YDR034C-D	YDR034C-D	KLMA_40630
NA	YDR034C-D	YDR034C-D	KLMA_80002
NA	YDR034C-D	YDR034C-D	KLMA_40001
NA	YDR034C-D	YDR034C-D	KLMA_80326
NA	YDR034C-D	YDR034C-D	KLMA_80003
NA	ENA5	YDR038C	KLMA_40202
NA	ENA2	YDR039C	KLMA_40202
NA	YDR048C	YDR048C	NA
NA	YDR053W	YDR053W	NA
NA	RTR2	YDR066C	NA
NA	YDR094W	YDR094W	NA
NA	YDR095C	YDR095C	NA
NA	YDR098C-A	YDR098C-A	NA
NA	YDR098C-B	YDR098C-B	KLMA_10001
NA	YDR098C-B	YDR098C-B	KLMA_10760
NA	YDR098C-B	YDR098C-B	KLMA_20185
NA	YDR098C-B	YDR098C-B	KLMA_30004
NA	YDR098C-B	YDR098C-B	KLMA_30006
NA	YDR098C-B	YDR098C-B	KLMA_30054
NA	YDR098C-B	YDR098C-B	KLMA_40299
NA	YDR098C-B	YDR098C-B	KLMA_50423
NA	YDR098C-B	YDR098C-B	KLMA_30008
NA	YDR098C-B	YDR098C-B	KLMA_50004
NA	YDR098C-B	YDR098C-B	KLMA_10554
NA	YDR098C-B	YDR098C-B	KLMA_40195
