accession	kmORF
W0T9D2	KLMA_30368
W0T9D5	KLMA_40213
W0T9D8	KLMA_20251
W0T9D9	KLMA_40001
W0T9E1	KLMA_30116
W0T9E4	KLMA_40006
W0T9E5	KLMA_40223
W0T9E6	KLMA_20261
W0T9E7	KLMA_30121
W0T9E8	KLMA_30383
W0T9F1	KLMA_20266
W0T9F4	KLMA_40016
W0T9F5	KLMA_40233
W0T9F6	KLMA_20271
W0T9F7	KLMA_40021
W0T9G0	KLMA_40238
W0T9G1	KLMA_40026
W0T9G2	KLMA_20276
W0T9G4	KLMA_30398
W0T9G5	KLMA_40243
W0T9G6	KLMA_30141
W0T9H1	KLMA_30146
W0T9H2	KLMA_40036
W0T9H4	KLMA_30408
W0T9H6	KLMA_30151
W0T9H9	KLMA_30156
W0T9I0	KLMA_40041
W0T9I1	KLMA_20291
W0T9I3	KLMA_30161
W0T9I6	KLMA_30423
W0T9I7	KLMA_40051
W0T9I8	KLMA_30166
W0T9J0	KLMA_40056
W0T9J4	KLMA_40061
W0T9J7	KLMA_20311
W0T9J8	KLMA_30433
W0T9J9	KLMA_30181
W0T9K1	KLMA_30438
W0T9K2	KLMA_20316
W0T9K3	KLMA_30186
W0T9K4	KLMA_40071
W0T9K5	KLMA_30191
W0T9K6	KLMA_40076
W0T9K8	KLMA_30443
W0T9K9	KLMA_40268
W0T9L0	KLMA_40081
W0T9L2	KLMA_20326
W0T9L5	KLMA_30201
W0T9L6	KLMA_40086
W0T9L7	KLMA_30206
W0T9L9	KLMA_40091
W0T9M0	KLMA_30453
W0T9M2	KLMA_40096
W0T9M3	KLMA_30458
W0T9M4	KLMA_30216
W0T9M8	KLMA_30463
W0T9M9	KLMA_30221
W0T9N0	KLMA_40106
W0T9N1	KLMA_40288
W0T9N2	KLMA_30226
W0T9N3	KLMA_40293
W0T9N7	KLMA_40298
W0T9N8	KLMA_40116
W0T9N9	KLMA_30473
W0T9P0	KLMA_30236
W0T9P3	KLMA_40308
W0T9P4	KLMA_30241
W0T9P6	KLMA_20336
W0T9P7	KLMA_40313
W0T9P9	KLMA_30246
W0T9Q3	KLMA_40131
W0T9Q4	KLMA_30251
W0T9Q5	KLMA_30488
W0T9Q6	KLMA_40323
W0T9Q8	KLMA_40136
W0T9R0	KLMA_40328
W0T9R2	KLMA_40141
W0T9R3	KLMA_30261
W0T9R4	KLMA_20356
W0T9R5	KLMA_40333
W0T9R6	KLMA_40146
W0T9R8	KLMA_20361
W0T9S0	KLMA_40151
W0T9S1	KLMA_20366
W0T9S3	KLMA_30493
W0T9S5	KLMA_20371
W0T9S7	KLMA_30276
W0T9S9	KLMA_40348
W0T9T3	KLMA_40353
W0T9T4	KLMA_40166
W0T9T6	KLMA_30286
W0T9T7	KLMA_40358
W0T9T8	KLMA_20391
W0T9U0	KLMA_40171
W0T9U2	KLMA_30498
W0T9U3	KLMA_20396
W0T9U5	KLMA_40176
W0T9U6	KLMA_30296
W0T9U8	KLMA_20401
W0T9U9	KLMA_40373
W0T9V0	KLMA_40181
W0T9V1	KLMA_30301
W0T9V3	KLMA_40378
W0T9V4	KLMA_30508
W0T9V5	KLMA_20411
W0T9V6	KLMA_30306
W0T9V8	KLMA_40383
W0T9V9	KLMA_30513
W0T9W0	KLMA_20416
W0T9W5	KLMA_30518
W0T9W6	KLMA_40196
W0T9W7	KLMA_30316
W0T9W9	KLMA_40393
W0T9X1	KLMA_20431
W0T9X3	KLMA_40201
W0T9X6	KLMA_20436
W0T9X7	KLMA_40403
W0T9X9	KLMA_30533
W0T9Y0	KLMA_30326
W0T9Y1	KLMA_20441
W0T9Y2	KLMA_40408
W0T9Y3	KLMA_30538
W0T9Y4	KLMA_40211
W0T9Y5	KLMA_30331
W0T9Y7	KLMA_40413
W0T9Y8	KLMA_30543
W0T9Y9	KLMA_40216
W0T9Z1	KLMA_20451
W0T9Z4	KLMA_40221
W0T9Z5	KLMA_20456
W0T9Z6	KLMA_40423
W0T9Z8	KLMA_20461
W0T9Z9	KLMA_30553
W0TA00	KLMA_40428
W0TA01	KLMA_40226
W0TA02	KLMA_30346
W0TA04	KLMA_30558
W0TA06	KLMA_30351
W0TA08	KLMA_20471
W0TA10	KLMA_40438
W0TA11	KLMA_30356
W0TA14	KLMA_30568
W0TA15	KLMA_40443
W0TA17	KLMA_20481
W0TA19	KLMA_40241
W0TA21	KLMA_30366
W0TA22	KLMA_40246
W0TA24	KLMA_20486
W0TA26	KLMA_30371
W0TA27	KLMA_30583
W0TA28	KLMA_20491
W0TA30	KLMA_40251
W0TA31	KLMA_30376
W0TA33	KLMA_40463
W0TA35	KLMA_40256
W0TA36	KLMA_30381
W0TA37	KLMA_30593
W0TA39	KLMA_20501
W0TA40	KLMA_40261
W0TA41	KLMA_30598
W0TA42	KLMA_30386
W0TA44	KLMA_20506
W0TA45	KLMA_30603
W0TA46	KLMA_30391
W0TA48	KLMA_30608
W0TA49	KLMA_20511
W0TA50	KLMA_40483
W0TA51	KLMA_30396
W0TA52	KLMA_30613
W0TA53	KLMA_20516
W0TA54	KLMA_40488
W0TA55	KLMA_30618
W0TA56	KLMA_30401
W0TA58	KLMA_40493
W0TA59	KLMA_40266
W0TA60	KLMA_30623
W0TA61	KLMA_30406
W0TA63	KLMA_30628
W0TA65	KLMA_20531
W0TA66	KLMA_30411
W0TA67	KLMA_30633
W0TA68	KLMA_40503
W0TA69	KLMA_20536
W0TA70	KLMA_30416
W0TA71	KLMA_30638
W0TA72	KLMA_40508
W0TA73	KLMA_20541
W0TA74	KLMA_30421
W0TA75	KLMA_40513
W0TA76	KLMA_20546
W0TA77	KLMA_30426
W0TA78	KLMA_40518
W0TA81	KLMA_30431
W0TA82	KLMA_40271
W0TA83	KLMA_20556
W0TA85	KLMA_30648
W0TA86	KLMA_30436
W0TA87	KLMA_40276
W0TA88	KLMA_30653
W0TA89	KLMA_20561
W0TA90	KLMA_40528
W0TA91	KLMA_40281
W0TA92	KLMA_30441
W0TA93	KLMA_40533
W0TA97	KLMA_30446
W0TA98	KLMA_40538
W0TAA0	KLMA_30663
W0TAA1	KLMA_40291
W0TAA5	KLMA_30668
W0TAA7	KLMA_40296
W0TAA8	KLMA_40548
W0TAA9	KLMA_30673
W0TAB0	KLMA_30456
W0TAB2	KLMA_40553
W0TAB3	KLMA_40301
W0TAB4	KLMA_30678
W0TAB6	KLMA_40558
W0TAB7	KLMA_20591
W0TAB8	KLMA_40306
W0TAC0	KLMA_30683
W0TAC1	KLMA_40311
W0TAC2	KLMA_20596
W0TAC4	KLMA_30688
W0TAC5	KLMA_30471
W0TAC6	KLMA_40568
W0TAC8	KLMA_20601
W0TAC9	KLMA_30693
W0TAD0	KLMA_40573
W0TAD1	KLMA_30476
W0TAD2	KLMA_40321
W0TAD3	KLMA_20606
W0TAD4	KLMA_40578
W0TAD5	KLMA_30481
W0TAD6	KLMA_40326
W0TAD7	KLMA_30698
W0TAD8	KLMA_20611
W0TAD9	KLMA_40583
W0TAE0	KLMA_40331
W0TAE1	KLMA_30703
W0TAE3	KLMA_40336
W0TAE8	KLMA_30713
W0TAE9	KLMA_40593
W0TAF0	KLMA_20621
W0TAF1	KLMA_40346
W0TAF2	KLMA_30718
W0TAF3	KLMA_40598
W0TAF4	KLMA_40351
W0TAF5	KLMA_20626
W0TAF6	KLMA_40356
W0TAF7	KLMA_30723
W0TAF9	KLMA_20631
W0TAG1	KLMA_40361
W0TAG2	KLMA_30728
W0TAG4	KLMA_20636
W0TAG5	KLMA_40366
W0TAG7	KLMA_40613
W0TAG8	KLMA_20641
W0TAH0	KLMA_40009
W0TAH1	KLMA_40618
W0TAH3	KLMA_40376
W0TAH4	KLMA_40014
W0TAH5	KLMA_40623
W0TAH7	KLMA_20651
W0TAH8	KLMA_40019
W0TAH9	KLMA_40386
W0TAI0	KLMA_30496
W0TAI1	KLMA_40628
W0TAI2	KLMA_20656
W0TAI3	KLMA_40024
W0TAI7	KLMA_20661
W0TAI9	KLMA_50008
W0TAJ0	KLMA_40396
W0TAJ1	KLMA_30506
W0TAJ2	KLMA_20666
W0TAJ3	KLMA_40034
W0TAJ5	KLMA_40401
W0TAJ6	KLMA_20671
W0TAJ7	KLMA_30511
W0TAJ8	KLMA_40039
W0TAJ9	KLMA_50018
W0TAK0	KLMA_40406
W0TAK4	KLMA_40411
W0TAK6	KLMA_50023
W0TAK7	KLMA_20681
W0TAK8	KLMA_40416
W0TAL1	KLMA_10555 KLMA_10759 KLMA_40421
W0TAL2	KLMA_50028
W0TAL3	KLMA_20686
W0TAL5	KLMA_30531
W0TAL7	KLMA_50033
W0TAL9	KLMA_40059
W0TAM1	KLMA_40431
W0TAM3	KLMA_20696
W0TAM4	KLMA_40064
W0TAM5	KLMA_30541
W0TAM6	KLMA_40436
W0TAM8	KLMA_20701
W0TAM9	KLMA_30546
W0TAN0	KLMA_40069
W0TAN5	KLMA_40446
W0TAN8	KLMA_40079
W0TAN9	KLMA_50053
W0TAP0	KLMA_40451
W0TAP1	KLMA_20711
W0TAP2	KLMA_30561
W0TAP3	KLMA_40084
W0TAP4	KLMA_40456
W0TAP5	KLMA_50058
W0TAP6	KLMA_20716
W0TAP7	KLMA_30566
W0TAP8	KLMA_40461
W0TAP9	KLMA_40089
W0TAQ0	KLMA_50063
W0TAQ1	KLMA_20721
W0TAQ2	KLMA_30571
W0TAQ3	KLMA_40094
W0TAQ4	KLMA_40466
W0TAQ5	KLMA_50068
W0TAQ6	KLMA_30576
W0TAQ8	KLMA_40099
W0TAR0	KLMA_30581
W0TAR4	KLMA_40476
W0TAR5	KLMA_30586
W0TAR6	KLMA_20736
W0TAR7	KLMA_50078
W0TAS0	KLMA_30591
W0TAS1	KLMA_20741
W0TAS2	KLMA_50083
W0TAS5	KLMA_30596
W0TAS6	KLMA_20746
W0TAS8	KLMA_30601
W0TAT0	KLMA_40119
W0TAT3	KLMA_50093
W0TAT4	KLMA_40124
W0TAT5	KLMA_40496
W0TAT7	KLMA_20756
W0TAT8	KLMA_40129
W0TAT9	KLMA_50098
W0TAU0	KLMA_40501
W0TAU3	KLMA_40134
W0TAU5	KLMA_50103
W0TAU7	KLMA_40511
W0TAV0	KLMA_50108
W0TAV2	KLMA_40516
W0TAV3	KLMA_40144
W0TAV4	KLMA_20771
W0TAV7	KLMA_40521
W0TAV8	KLMA_40149
W0TAV9	KLMA_20776
W0TAW1	KLMA_30636
W0TAW3	KLMA_40154
W0TAW4	KLMA_20781
W0TAW5	KLMA_40531
W0TAW6	KLMA_30641
W0TAW7	KLMA_50123
W0TAW8	KLMA_40159
W0TAW9	KLMA_40536
W0TAX0	KLMA_20786
W0TAX2	KLMA_40164
W0TAX4	KLMA_40541
W0TAX7	KLMA_40169
W0TAX9	KLMA_20796
W0TAY0	KLMA_30656
W0TAY1	KLMA_40174
W0TAY2	KLMA_40551
W0TAY3	KLMA_20801
W0TAY4	KLMA_30661
W0TAY5	KLMA_40179
W0TAY7	KLMA_30666
W0TAY8	KLMA_20806
W0TAY9	KLMA_40184
W0TAZ0	KLMA_40561
W0TAZ3	KLMA_50133
W0TAZ4	KLMA_40566
W0TAZ5	KLMA_40189
W0TAZ6	KLMA_30676
W0TAZ9	KLMA_40194
W0TB01	KLMA_40576
W0TB03	KLMA_40199
W0TB04	KLMA_30686
W0TB05	KLMA_40581
W0TB06	KLMA_20826
W0TB07	KLMA_40204
W0TB08	KLMA_30691
W0TB09	KLMA_40586
W0TB10	KLMA_30696
W0TB11	KLMA_40209
W0TB12	KLMA_40591
W0TB13	KLMA_40214
W0TB14	KLMA_30701
W0TB17	KLMA_30706
W0TB18	KLMA_50138
W0TB20	KLMA_40601
W0TB25	KLMA_30716
W0TB26	KLMA_40229
W0TB27	KLMA_50148
W0TB29	KLMA_30721
W0TB32	KLMA_40616
W0TB34	KLMA_50158
W0TB35	KLMA_40239
W0TB36	KLMA_40621
W0TB37	KLMA_50163
W0TB38	KLMA_40002
W0TB41	KLMA_40626
W0TB42	KLMA_40007
W0TB45	KLMA_30001 KLMA_50001
W0TB48	KLMA_40254
W0TB50	KLMA_40017
W0TB51	KLMA_50183
W0TB53	KLMA_20836
W0TB54	KLMA_50188
W0TB55	KLMA_50011
W0TB56	KLMA_40022
W0TB58	KLMA_50193
W0TB59	KLMA_40027
W0TB62	KLMA_50198
W0TB63	KLMA_40032
W0TB64	KLMA_50021
W0TB65	KLMA_30014
W0TB66	KLMA_50203
W0TB68	KLMA_30019
W0TB69	KLMA_50208
W0TB70	KLMA_50026
W0TB71	KLMA_40264
W0TB72	KLMA_40042
W0TB76	KLMA_40047
W0TB77	KLMA_50218
W0TB81	KLMA_40052
W0TB82	KLMA_30034
W0TB86	KLMA_40057
W0TB88	KLMA_50233
W0TB89	KLMA_40062
W0TB90	KLMA_50046
W0TB93	KLMA_40067
W0TB94	KLMA_50051
W0TB99	KLMA_50056
W0TBA1	KLMA_40077
W0TBA3	KLMA_50253
W0TBA4	KLMA_50061
W0TBA5	KLMA_30069
W0TBA6	KLMA_50258
W0TBA7	KLMA_40082
W0TBA8	KLMA_50066
W0TBB0	KLMA_30074
W0TBB1	KLMA_40269
W0TBB2	KLMA_40087
W0TBB4	KLMA_50268
W0TBB6	KLMA_30079
W0TBB7	KLMA_40092
W0TBC0	KLMA_50076
W0TBC1	KLMA_40097
W0TBC2	KLMA_50278
W0TBC3	KLMA_30089
W0TBC4	KLMA_50081
W0TBC5	KLMA_40279
W0TBC8	KLMA_30094
W0TBC9	KLMA_40284
W0TBD0	KLMA_50086
W0TBD1	KLMA_50288
W0TBD4	KLMA_40289
W0TBD5	KLMA_50091
W0TBD8	KLMA_40112
W0TBD9	KLMA_40294
W0TBE0	KLMA_30109
W0TBE1	KLMA_50298
W0TBE2	KLMA_50096
W0TBE3	KLMA_40117
W0TBE6	KLMA_50303
W0TBE7	KLMA_50101
W0TBE9	KLMA_40304
W0TBF0	KLMA_30119
W0TBF4	KLMA_40127
W0TBF5	KLMA_50313
W0TBF7	KLMA_50111
W0TBF8	KLMA_40314
W0TBF9	KLMA_40132
W0TBG0	KLMA_50318
W0TBG1	KLMA_30129
W0TBG3	KLMA_40319
W0TBG4	KLMA_40137
W0TBG6	KLMA_50323
W0TBG8	KLMA_50121
W0TBG9	KLMA_40142
W0TBH0	KLMA_50328
W0TBH3	KLMA_40329
W0TBH4	KLMA_40147
W0TBH6	KLMA_30144
W0TBH7	KLMA_40334
W0TBH8	KLMA_50131
W0TBH9	KLMA_50338
W0TBI0	KLMA_40152
W0TBI2	KLMA_40339
W0TBI4	KLMA_50343
W0TBI5	KLMA_40157
W0TBI6	KLMA_40344
W0TBI8	KLMA_30159
W0TBI9	KLMA_40349
W0TBJ0	KLMA_40162
W0TBJ1	KLMA_50353
W0TBJ3	KLMA_40354
W0TBJ8	KLMA_40359
W0TBJ9	KLMA_40172
W0TBK1	KLMA_30174
W0TBK2	KLMA_40364
W0TBK4	KLMA_30179
W0TBK6	KLMA_40369
W0TBL0	KLMA_40374
W0TBL1	KLMA_30189
W0TBL2	KLMA_50378
W0TBL4	KLMA_40187
W0TBL6	KLMA_40384
W0TBL7	KLMA_50383
W0TBL8	KLMA_40192
W0TBL9	KLMA_30199
W0TBM0	KLMA_40389
W0TBM1	KLMA_50388
W0TBM4	KLMA_40394
W0TBM6	KLMA_40202
W0TBM9	KLMA_50398
W0TBN1	KLMA_40404
W0TBN2	KLMA_30214
W0TBN4	KLMA_40212
W0TBN5	KLMA_40409
W0TBN7	KLMA_30219
W0TBN8	KLMA_50408
W0TBN9	KLMA_40414
W0TBP2	KLMA_30224
W0TBP3	KLMA_50413
W0TBP5	KLMA_50151
W0TBP7	KLMA_40222
W0TBP8	KLMA_50418
W0TBP9	KLMA_40424
W0TBQ0	KLMA_50156
W0TBQ1	KLMA_40227
W0TBQ2	KLMA_30234
W0TBQ5	KLMA_40429
W0TBQ6	KLMA_30239
W0TBQ7	KLMA_40232
W0TBQ8	KLMA_50428
W0TBQ9	KLMA_50166
W0TBR1	KLMA_30244
W0TBR3	KLMA_50171
W0TBR4	KLMA_50433
W0TBR5	KLMA_40439
W0TBR6	KLMA_30249
W0TBR7	KLMA_40242
W0TBR8	KLMA_50176
W0TBR9	KLMA_50438
W0TBS1	KLMA_30254
W0TBS2	KLMA_40247
W0TBS3	KLMA_50181
W0TBS4	KLMA_50443
W0TBS5	KLMA_40449
W0TBS6	KLMA_30259
W0TBS9	KLMA_50448
W0TBT1	KLMA_50191
W0TBT2	KLMA_30264
W0TBT6	KLMA_50453
W0TBT8	KLMA_50201
W0TBU0	KLMA_50458
W0TBU1	KLMA_40464
W0TBU2	KLMA_50206
W0TBU3	KLMA_30279
W0TBU4	KLMA_50463
W0TBU6	KLMA_50211
W0TBU8	KLMA_40474
W0TBU9	KLMA_50468
W0TBV0	KLMA_40262
W0TBV2	KLMA_30289
W0TBV3	KLMA_40479
W0TBV4	KLMA_50221
W0TBV5	KLMA_50473
W0TBV6	KLMA_30294
W0TBV8	KLMA_40484
W0TBV9	KLMA_50478
W0TBW2	KLMA_40489
W0TBW3	KLMA_50483
W0TBW5	KLMA_50236
W0TBW6	KLMA_40494
W0TBW8	KLMA_30309
W0TBX0	KLMA_40499
W0TBX2	KLMA_50246
W0TBX4	KLMA_40504
W0TBX5	KLMA_50498
W0TBX6	KLMA_50251
W0TBX7	KLMA_30319
W0TBY0	KLMA_50256
W0TBY1	KLMA_30324
W0TBY2	KLMA_40514
W0TBY3	KLMA_50508
W0TBY4	KLMA_50261
W0TBY8	KLMA_50266
W0TBY9	KLMA_30334
W0TBZ1	KLMA_40267
W0TBZ2	KLMA_50518
W0TBZ4	KLMA_40272
W0TBZ5	KLMA_40529
W0TBZ6	KLMA_30339
W0TBZ8	KLMA_50276
W0TBZ9	KLMA_40277
W0TC00	KLMA_30344
W0TC02	KLMA_50281
W0TC03	KLMA_50528
W0TC04	KLMA_40282
W0TC05	KLMA_30349
W0TC10	KLMA_30354
W0TC11	KLMA_50291
W0TC12	KLMA_40544
W0TC13	KLMA_40292
W0TC15	KLMA_50296
W0TC16	KLMA_30359
W0TC18	KLMA_40297
W0TC20	KLMA_50301
W0TC21	KLMA_40554
W0TC24	KLMA_50306
W0TC25	KLMA_40307
W0TC26	KLMA_50548
W0TC27	KLMA_40559
W0TC28	KLMA_30369
W0TC30	KLMA_40312
W0TC31	KLMA_50553
W0TC33	KLMA_40564
W0TC35	KLMA_50316
W0TC36	KLMA_50558
W0TC37	KLMA_30379
W0TC39	KLMA_40322
W0TC43	KLMA_40327
W0TC45	KLMA_50326
W0TC46	KLMA_40332
W0TC47	KLMA_30389
W0TC48	KLMA_50568
W0TC49	KLMA_40579
W0TC51	KLMA_40337
W0TC52	KLMA_30394
W0TC54	KLMA_40584
W0TC55	KLMA_50336
W0TC57	KLMA_30399
W0TC58	KLMA_50578
W0TC60	KLMA_50341
W0TC61	KLMA_40347
W0TC62	KLMA_30404
W0TC63	KLMA_40352
W0TC64	KLMA_40594
W0TC66	KLMA_50346
W0TC67	KLMA_30409
W0TC68	KLMA_40357
W0TC69	KLMA_40599
W0TC71	KLMA_50588
W0TC72	KLMA_40362
W0TC74	KLMA_40604
W0TC75	KLMA_50356
W0TC77	KLMA_40609
W0TC78	KLMA_30419
W0TC79	KLMA_40367
W0TC80	KLMA_50361
W0TC81	KLMA_50598
W0TC83	KLMA_40614
W0TC84	KLMA_40372
W0TC86	KLMA_50603
W0TC87	KLMA_40377
W0TC89	KLMA_30429
W0TC90	KLMA_50371
W0TC91	KLMA_50608
W0TC92	KLMA_40382
W0TC94	KLMA_50376
W0TC95	KLMA_30434
W0TC98	KLMA_40629
W0TCA1	KLMA_40392
W0TCA2	KLMA_50618
W0TCA4	KLMA_50386
W0TCA5	KLMA_40397
W0TCA6	KLMA_30444
W0TCA7	KLMA_50623
W0TCA8	KLMA_50391
W0TCA9	KLMA_50009
W0TCB0	KLMA_40402
W0TCB1	KLMA_30449
W0TCB4	KLMA_50014
W0TCB5	KLMA_40407
W0TCB6	KLMA_30454
W0TCB8	KLMA_40412
W0TCC0	KLMA_30459
W0TCC1	KLMA_50406
W0TCC4	KLMA_30464
W0TCC8	KLMA_30469
W0TCC9	KLMA_40427
W0TCD2	KLMA_50416
W0TCD4	KLMA_50039
W0TCD5	KLMA_30474
W0TCD7	KLMA_40437
W0TCD8	KLMA_50044
W0TCE0	KLMA_30479
W0TCE2	KLMA_50049
W0TCE5	KLMA_40447
W0TCE6	KLMA_50436
W0TCE7	KLMA_30489
W0TCE8	KLMA_50054
W0TCE9	KLMA_40452
W0TCF0	KLMA_50441
W0TCF1	KLMA_50059
W0TCF2	KLMA_40457
W0TCF3	KLMA_60001
W0TCF5	KLMA_50064
W0TCF6	KLMA_40462
W0TCF7	KLMA_60006
W0TCF8	KLMA_50451
W0TCF9	KLMA_50069
W0TCG0	KLMA_40467
W0TCG1	KLMA_30494
W0TCG2	KLMA_60011
W0TCG3	KLMA_50456
W0TCG4	KLMA_50074
W0TCG7	KLMA_50461
W0TCG8	KLMA_50079
W0TCG9	KLMA_40477
W0TCH1	KLMA_50466
W0TCH2	KLMA_50084
W0TCH4	KLMA_60026
W0TCH5	KLMA_50471
W0TCH6	KLMA_40487
W0TCH7	KLMA_50089
W0TCH9	KLMA_50476
W0TCI0	KLMA_30499
W0TCI4	KLMA_50481
W0TCI6	KLMA_40497
W0TCI8	KLMA_60041
W0TCJ0	KLMA_30509
W0TCJ1	KLMA_40502
W0TCJ2	KLMA_60046
W0TCJ4	KLMA_30514
W0TCJ5	KLMA_50491
W0TCJ6	KLMA_60051
W0TCJ7	KLMA_40507
W0TCJ8	KLMA_50109
W0TCK0	KLMA_50496
W0TCK1	KLMA_60056
W0TCK2	KLMA_40512
W0TCK3	KLMA_50114
W0TCK4	KLMA_30524
W0TCK5	KLMA_60061
W0TCK7	KLMA_40517
W0TCK8	KLMA_50119
W0TCK9	KLMA_30529
W0TCL0	KLMA_60066
W0TCL2	KLMA_40522
W0TCL3	KLMA_50124
W0TCL4	KLMA_30534
W0TCL5	KLMA_60071
W0TCL6	KLMA_40527
W0TCL7	KLMA_50511
W0TCL8	KLMA_50129
W0TCL9	KLMA_30539
W0TCM1	KLMA_40532
W0TCM2	KLMA_50516
W0TCM3	KLMA_30544
W0TCM4	KLMA_60081
W0TCM5	KLMA_50521
W0TCM6	KLMA_40537
W0TCM7	KLMA_30549
W0TCM8	KLMA_60086
W0TCM9	KLMA_50526
W0TCN0	KLMA_40542
W0TCN1	KLMA_30554
W0TCN2	KLMA_60091
W0TCN4	KLMA_40547
W0TCN5	KLMA_50531
W0TCN6	KLMA_30559
W0TCP0	KLMA_30564
W0TCP1	KLMA_60101
W0TCP2	KLMA_40557
W0TCP3	KLMA_50541 KLMA_50545
W0TCP4	KLMA_30569
W0TCP5	KLMA_60106
W0TCP7	KLMA_50546
W0TCP8	KLMA_30574
W0TCP9	KLMA_60111
W0TCQ1	KLMA_50551
W0TCQ2	KLMA_50139
W0TCQ3	KLMA_30579
W0TCQ4	KLMA_60116
W0TCQ5	KLMA_40572
W0TCQ6	KLMA_50556
W0TCQ8	KLMA_30584
W0TCQ9	KLMA_60121
W0TCR0	KLMA_40577
W0TCR1	KLMA_50561
W0TCR2	KLMA_50149
W0TCR4	KLMA_60126
W0TCR5	KLMA_40582
W0TCS0	KLMA_50159
W0TCS2	KLMA_50571
W0TCS3	KLMA_30599
W0TCS4	KLMA_60136
W0TCS5	KLMA_50164
W0TCS6	KLMA_40592
W0TCS7	KLMA_30604
W0TCS9	KLMA_60141
W0TCT0	KLMA_50169
W0TCT1	KLMA_30609
W0TCT6	KLMA_30614
W0TCT7	KLMA_40602
W0TCT9	KLMA_50586
W0TCU0	KLMA_50179
W0TCU1	KLMA_30619
W0TCU2	KLMA_60156
W0TCU3	KLMA_40607
W0TCU5	KLMA_50184
W0TCU6	KLMA_30624
W0TCU7	KLMA_60161
W0TCU9	KLMA_50596
W0TCV0	KLMA_50189
W0TCV1	KLMA_30629
W0TCV3	KLMA_40617
W0TCV4	KLMA_50601
W0TCV5	KLMA_50194
W0TCV7	KLMA_60171
W0TCV8	KLMA_40622
W0TCV9	KLMA_50606
W0TCW0	KLMA_50199
W0TCW2	KLMA_60176
W0TCW3	KLMA_40627
W0TCW5	KLMA_50611
W0TCW9	KLMA_50209
W0TCX3	KLMA_60186
W0TCX5	KLMA_50621
W0TCX6	KLMA_30654
W0TCX7	KLMA_60191
W0TCX8	KLMA_50012
W0TCY3	KLMA_60196
W0TCY5	KLMA_30664
W0TCY7	KLMA_50229
W0TCY9	KLMA_50022
W0TCZ0	KLMA_30669
W0TCZ1	KLMA_50234
W0TCZ3	KLMA_50027
W0TCZ4	KLMA_30674
W0TCZ7	KLMA_50032
W0TCZ8	KLMA_50244
W0TCZ9	KLMA_30679
W0TD01	KLMA_50037
W0TD02	KLMA_50249
W0TD03	KLMA_30684
W0TD04	KLMA_60221
W0TD05	KLMA_50254
W0TD07	KLMA_30689
W0TD08	KLMA_60226
W0TD12	KLMA_50264
W0TD13	KLMA_60231
W0TD15	KLMA_50052
W0TD17	KLMA_60236
W0TD18	KLMA_30704
W0TD19	KLMA_50274
W0TD21	KLMA_60241
W0TD22	KLMA_50279
W0TD24	KLMA_50062
W0TD26	KLMA_50284
W0TD28	KLMA_50067
W0TD29	KLMA_60251
W0TD30	KLMA_50289
W0TD33	KLMA_50294
W0TD34	KLMA_60256
W0TD35	KLMA_50077
W0TD38	KLMA_60261
W0TD41	KLMA_30729
W0TD42	KLMA_60266
W0TD43	KLMA_50309
W0TD44	KLMA_40005
W0TD45	KLMA_50087
W0TD46	KLMA_60271
W0TD48	KLMA_40010
W0TD49	KLMA_50092
W0TD50	KLMA_60276
W0TD51	KLMA_50319
W0TD52	KLMA_40015
W0TD53	KLMA_50097
W0TD54	KLMA_60281
W0TD55	KLMA_50324
W0TD57	KLMA_50102
W0TD59	KLMA_50329
W0TD60	KLMA_40025
W0TD61	KLMA_50107
W0TD63	KLMA_60291
W0TD64	KLMA_50334
W0TD65	KLMA_40030
W0TD66	KLMA_50112
W0TD67	KLMA_50339
W0TD70	KLMA_50344
W0TD73	KLMA_50122
W0TD75	KLMA_40045
W0TD77	KLMA_60004
W0TD79	KLMA_50354
W0TD80	KLMA_40050
W0TD81	KLMA_60306
W0TD82	KLMA_50359
W0TD85	KLMA_50364
W0TD87	KLMA_40060
W0TD88	KLMA_60316
W0TD89	KLMA_50369
W0TD90	KLMA_50132
W0TD91	KLMA_60321
W0TD92	KLMA_60014
W0TD93	KLMA_40065
W0TD94	KLMA_50374
W0TD95	KLMA_60019
W0TD96	KLMA_40070
W0TD97	KLMA_60326
W0TD98	KLMA_50379
W0TDA3	KLMA_60029
W0TDA5	KLMA_60336
W0TDA6	KLMA_60034
W0TDB0	KLMA_50394
W0TDB1	KLMA_60039
W0TDB2	KLMA_40090
W0TDB4	KLMA_60044
W0TDB5	KLMA_50399
W0TDB7	KLMA_40095
W0TDB8	KLMA_60049
W0TDB9	KLMA_50404
W0TDC0	KLMA_40100
W0TDC1	KLMA_60356
W0TDC2	KLMA_60054
W0TDC4	KLMA_50409
W0TDC5	KLMA_60361
W0TDC6	KLMA_40105
W0TDC7	KLMA_60059
W0TDC8	KLMA_50414
W0TDC9	KLMA_50142
W0TDD0	KLMA_60064
W0TDD1	KLMA_60366
W0TDD3	KLMA_50147
W0TDD4	KLMA_40110
W0TDD6	KLMA_60371
W0TDE2	KLMA_60376
W0TDE3	KLMA_50429
W0TDE4	KLMA_40120
W0TDE6	KLMA_60381
W0TDF0	KLMA_60084
W0TDF1	KLMA_50167
W0TDF4	KLMA_50172
W0TDF5	KLMA_40130
W0TDF6	KLMA_60089
W0TDF7	KLMA_60391
