accession	kmORF	orth_num	ORF	gene	species
W0TDT3	KLMA_40260	NA	NA	NA	Kmarx
W0TDT4	KLMA_50307	NA	NA	NA	Kmarx
W0TDT6	KLMA_50579	orth1	YDR197W	CBS2	Kmarx
W0TDT7	KLMA_50312	orth1	YLR199C	PBA1	Kmarx
W0TDT9	KLMA_50584	orth1	YDR202C	RAV2	Kmarx
W0TDU1	KLMA_60234	orth1	YOR112W	CEX1	Kmarx
W0TDU2	KLMA_50589	NA	NA	NA	Kmarx
W0TDU4	KLMA_60239	orth1	YOR115C	TRS33	Kmarx
W0TDU5	KLMA_50594	NA	NA	NA	Kmarx
W0TDU6	KLMA_50327	NA	NA	NA	Kmarx
W0TDU7	KLMA_60244	orth1	YER185W	PUG1	Kmarx
W0TDU7	KLMA_60244	orth2	YGR213C	RTA1	Kmarx
W0TDU7	KLMA_60244	orth3	YLR046C	NA	Kmarx
W0TDU8	KLMA_50599	orth1	YNL212W	VID27	Kmarx
W0TDU9	KLMA_50332	orth1	YAL067C	SEO1	Kmarx
W0TDV0	KLMA_60249	orth1	YNL122C	NA	Kmarx
W0TDV1	KLMA_50337	orth1	YPL246C	RBD2	Kmarx
W0TDV3	KLMA_40265	orth1	YDR347W	MRP1	Kmarx
W0TDV4	KLMA_60501	orth1	YDL135C	RDI1	Kmarx
W0TDV6	KLMA_50342	orth1	YPL242C	IQG1	Kmarx
W0TDV9	KLMA_60259	orth1	YHR121W	LSM12	Kmarx
W0TDW0	KLMA_60511	orth1	YLR216C	CPR6	Kmarx
W0TDW3	KLMA_60264	orth1	YNL131W	TOM22	Kmarx
W0TDW7	KLMA_50357	orth1	YDR325W	YCG1	Kmarx
W0TDW8	KLMA_60269	NA	NA	NA	Kmarx
W0TDW9	KLMA_60521	orth1	YDL144C	NA	Kmarx
W0TDX0	KLMA_50624	orth1	YNL234W	NA	Kmarx
W0TDX1	KLMA_60274	orth1	YBR028C	YPK3	Kmarx
W0TDX2	KLMA_50362	NA	NA	NA	Kmarx
W0TDX7	KLMA_60531	orth1	YIL134W	FLX1	Kmarx
W0TDX9	KLMA_60536	orth1	YIL129C	TAO3	Kmarx
W0TDY0	KLMA_50372	NA	NA	NA	Kmarx
W0TDY1	KLMA_50377	orth1	YER007W	PAC2	Kmarx
W0TDY3	KLMA_60289	orth1	YMR237W	BCH1	Kmarx
W0TDY3	KLMA_60289	orth2	YOR299W	BUD7	Kmarx
W0TDY4	KLMA_60546	orth1	YDR026C	NSI1	Kmarx
W0TDY5	KLMA_40270	orth1	YLL019C	KNS1	Kmarx
W0TDY7	KLMA_50382	orth1	YER004W	FMP52	Kmarx
W0TDY8	KLMA_50634	NA	NA	NA	Kmarx
W0TDY9	KLMA_40275	orth1	YGL174W	BUD13	Kmarx
W0TDZ0	KLMA_60299	NA	NA	NA	Kmarx
W0TDZ1	KLMA_60551	orth1	YBR053C	NA	Kmarx
W0TDZ2	KLMA_50387	orth1	YEL001C	IRC22	Kmarx
W0TDZ6	KLMA_50392	NA	NA	NA	Kmarx
W0TDZ7	KLMA_40285	orth1	YJL012C	VTC4	Kmarx
W0TDZ8	KLMA_70004	NA	NA	NA	Kmarx
W0TDZ9	KLMA_60309	orth1	YHL018W	NA	Kmarx
W0TE00	KLMA_50397	orth1	YHR177W	NA	Kmarx
W0TE01	KLMA_70009	orth1	YAL063C	FLO9	Kmarx
W0TE01	KLMA_70009	orth2	YAR050W	FLO1	Kmarx
W0TE01	KLMA_70009	orth3	YHR211W	FLO5	Kmarx
W0TE01	KLMA_70009	orth4	YHR213W	NA	Kmarx
W0TE01	KLMA_70009	orth5	YKR102W	FLO10	Kmarx
W0TE03	KLMA_50402	NA	NA	NA	Kmarx
W0TE04	KLMA_60314	orth1	YHL014C	YLF2	Kmarx
W0TE05	KLMA_40295	orth1	YLR253W	MCP2	Kmarx
W0TE07	KLMA_50407	orth1	YPL260W	NA	Kmarx
W0TE09	KLMA_60319	orth1	YKL033W-A	NA	Kmarx
W0TE10	KLMA_70019	orth1	YPL159C	PET20	Kmarx
W0TE14	KLMA_60324	orth1	YMR076C	PDS5	Kmarx
W0TE15	KLMA_60002	NA	NA	NA	Kmarx
W0TE16	KLMA_40310	orth1	YMR041C	ARA2	Kmarx
W0TE18	KLMA_70029	orth1	YFL047W	RGD2	Kmarx
W0TE19	KLMA_60329	orth1	YKL032C	IXR1	Kmarx
W0TE20	KLMA_40315	orth1	YKL062W	MSN4	Kmarx
W0TE20	KLMA_40315	orth2	YMR037C	MSN2	Kmarx
W0TE21	KLMA_50422	orth1	YGR089W	NNF2	Kmarx
W0TE23	KLMA_60007	orth1	YAL063C	FLO9	Kmarx
W0TE23	KLMA_60007	orth2	YAR050W	FLO1	Kmarx
W0TE23	KLMA_60007	orth3	YHR211W	FLO5	Kmarx
W0TE23	KLMA_60007	orth4	YHR213W	NA	Kmarx
W0TE23	KLMA_60007	orth5	YKR102W	FLO10	Kmarx
W0TE24	KLMA_40320	orth1	YOL098C	NA	Kmarx
W0TE25	KLMA_60334	orth1	YHR004C	NEM1	Kmarx
W0TE27	KLMA_70039	orth1	YLR074C	BUD20	Kmarx
W0TE28	KLMA_50427	orth1	YGR091W	PRP31	Kmarx
W0TE29	KLMA_40325	NA	NA	NA	Kmarx
W0TE30	KLMA_60017	NA	NA	NA	Kmarx
W0TE31	KLMA_60339	orth1	YBR291C	CTP1	Kmarx
W0TE35	KLMA_70049	orth1	YLR066W	SPC3	Kmarx
W0TE36	KLMA_60022	orth1	YKR046C	PET10	Kmarx
W0TE37	KLMA_60344	orth1	YGL095C	VPS45	Kmarx
W0TE39	KLMA_50437	NA	NA	NA	Kmarx
W0TE40	KLMA_60027	orth1	YKR049C	FMP46	Kmarx
W0TE41	KLMA_70054	orth1	YFL038C	YPT1	Kmarx
W0TE42	KLMA_60349	orth1	YGL093W	SPC105	Kmarx
W0TE43	KLMA_50442	orth1	YGR100W	MDR1	Kmarx
W0TE44	KLMA_40340	orth1	YIL044C	AGE2	Kmarx
W0TE45	KLMA_60032	orth1	YJL126W	NIT2	Kmarx
W0TE46	KLMA_70059	orth1	YFL034C-B	MOB2	Kmarx
W0TE48	KLMA_40345	orth1	YIL031W	ULP2	Kmarx
W0TE49	KLMA_70064	orth1	YDL064W	UBC9	Kmarx
W0TE51	KLMA_60354	orth1	YPL184C	MRN1	Kmarx
W0TE52	KLMA_70069	orth1	YDL060W	TSR1	Kmarx
W0TE53	KLMA_40350	orth1	YIL026C	IRR1	Kmarx
W0TE55	KLMA_60042	orth1	YGR239C	PEX21	Kmarx
W0TE56	KLMA_60359	orth1	YGL086W	MAD1	Kmarx
W0TE58	KLMA_40355	orth1	YHR132W-A	IGO2	Kmarx
W0TE60	KLMA_50457	orth1	YPR122W	AXL1	Kmarx
W0TE61	KLMA_60364	orth1	YPL190C	NAB3	Kmarx
W0TE62	KLMA_70079	orth1	YLR380W	CSR1	Kmarx
W0TE63	KLMA_40360	orth1	YPL060W	MFM1	Kmarx
W0TE64	KLMA_60052	orth1	YGR231C	PHB2	Kmarx
W0TE65	KLMA_60369	orth1	YPL193W	RSA1	Kmarx
W0TE66	KLMA_50462	orth1	YBR254C	TRS20	Kmarx
W0TE68	KLMA_70084	orth1	YJR102C	VPS25	Kmarx
W0TE69	KLMA_60057	orth1	YHR150W	PEX28	Kmarx
W0TE70	KLMA_60374	orth1	YPL196W	OXR1	Kmarx
W0TE71	KLMA_40370	orth1	YNL078W	NIS1	Kmarx
W0TE72	KLMA_50467	orth1	YBR256C	RIB5	Kmarx
W0TE73	KLMA_70089	orth1	YBL039W-B	NA	Kmarx
W0TE74	KLMA_60062	orth1	YHR148W	IMP3	Kmarx
W0TE75	KLMA_40375	orth1	YNL075W	IMP4	Kmarx
W0TE76	KLMA_70094	orth1	YBL043W	ECM13	Kmarx
W0TE77	KLMA_60379	orth1	YPL024W	RMI1	Kmarx
W0TE79	KLMA_60067	orth1	YGR216C	GPI1	Kmarx
W0TE80	KLMA_70099	orth1	YBL047C	EDE1	Kmarx
W0TE81	KLMA_40380	orth1	YMR022W	UBC7	Kmarx
W0TE84	KLMA_60072	orth1	YGR210C	NA	Kmarx
W0TE85	KLMA_40385	orth1	YMR024W	MRPL3	Kmarx
W0TE86	KLMA_70104	NA	NA	NA	Kmarx
W0TE87	KLMA_60389	orth1	YDR251W	PAM1	Kmarx
W0TE87	KLMA_60389	orth2	YPL032C	SVL3	Kmarx
W0TE88	KLMA_60077	orth1	YGR209C	TRX2	Kmarx
W0TE88	KLMA_60077	orth2	YLR043C	TRX1	Kmarx
W0TE89	KLMA_50482	orth1	YGR131W	FHN1	Kmarx
W0TE89	KLMA_50482	orth2	YPR149W	NCE102	Kmarx
W0TE91	KLMA_70109	orth1	YJR092W	BUD4	Kmarx
W0TE92	KLMA_60394	orth1	YPL041C	NA	Kmarx
W0TE93	KLMA_60082	orth1	YJR024C	MDE1	Kmarx
W0TE95	KLMA_40395	orth1	YNL307C	MCK1	Kmarx
W0TE96	KLMA_50487	orth1	YLR129W	DIP2	Kmarx
W0TE97	KLMA_60399	orth1	YDR255C	RMD5	Kmarx
W0TE98	KLMA_70119	orth1	YJR085C	NA	Kmarx
W0TEA0	KLMA_40400	orth1	YNL311C	SKP2	Kmarx
W0TEA1	KLMA_50492	orth1	YLR133W	CKI1	Kmarx
W0TEA3	KLMA_60404	NA	NA	NA	Kmarx
W0TEA4	KLMA_70124	orth1	YPR034W	ARP7	Kmarx
W0TEA6	KLMA_50497	orth1	YDR151C	CTH1	Kmarx
W0TEA6	KLMA_50497	orth2	YLR136C	TIS11	Kmarx
W0TEA7	KLMA_60097	orth1	YOR032C	HMS1	Kmarx
W0TEA8	KLMA_60409	NA	NA	NA	Kmarx
W0TEA9	KLMA_40410	orth1	YER078C	ICP55	Kmarx
W0TEB0	KLMA_70129	orth1	YPR032W	SRO7	Kmarx
W0TEB1	KLMA_50502	orth1	YDR156W	RPA14	Kmarx
W0TEB3	KLMA_60414	NA	NA	NA	Kmarx
W0TEB4	KLMA_40415	orth1	YOR267C	HRK1	Kmarx
W0TEB6	KLMA_60107	orth1	YDR330W	UBX5	Kmarx
W0TEB7	KLMA_50507	orth1	YDR160W	SSY1	Kmarx
W0TEC0	KLMA_70139	orth1	YPR026W	ATH1	Kmarx
W0TEC1	KLMA_40425	orth1	YMR211W	DML1	Kmarx
W0TEC2	KLMA_60112	NA	NA	NA	Kmarx
W0TEC3	KLMA_50512	orth1	YLR141W	RRN5	Kmarx
W0TEC5	KLMA_60424	orth1	YHR135C	YCK1	Kmarx
W0TEC5	KLMA_60424	orth2	YNL154C	YCK2	Kmarx
W0TEC6	KLMA_40430	orth1	YHR169W	DBP8	Kmarx
W0TEC9	KLMA_70149	orth1	YBL092W	RPL32	Kmarx
W0TED1	KLMA_60122	orth1	YBL004W	UTP20	Kmarx
W0TED5	KLMA_60127	orth1	YDR005C	MAF1	Kmarx
W0TED7	KLMA_50527	orth1	YLR149C	NA	Kmarx
W0TED9	KLMA_70159	orth1	YOL136C	PFK27	Kmarx
W0TEE2	KLMA_60439	orth1	YER024W	YAT2	Kmarx
W0TEE4	KLMA_70164	orth1	YNL314W	DAL82	Kmarx
W0TEE5	KLMA_60137	orth1	YOL077W-A	ATP19	Kmarx
W0TEE6	KLMA_40450	orth1	YLR407W	NA	Kmarx
W0TEE7	KLMA_60142	orth1	YNL080C	EOS1	Kmarx
W0TEE9	KLMA_70169	orth1	YIL067C	NA	Kmarx
W0TEF0	KLMA_60444	orth1	YPR161C	SGV1	Kmarx
W0TEF1	KLMA_60147	NA	NA	NA	Kmarx
W0TEF2	KLMA_40455	orth1	YDL073W	NA	Kmarx
W0TEF4	KLMA_60449	orth1	YDL051W	LHP1	Kmarx
W0TEF6	KLMA_60152	orth1	YKL015W	PUT3	Kmarx
W0TEF7	KLMA_40460	orth1	YLR399C	BDF1	Kmarx
W0TEG1	KLMA_60157	orth1	YKL012W	PRP40	Kmarx
W0TEG2	KLMA_40465	orth1	YLR397C	AFG2	Kmarx
W0TEG3	KLMA_60162	orth1	YKL088W	CAB3	Kmarx
W0TEG6	KLMA_50552	orth1	YDR179W-A	NA	Kmarx
W0TEG7	KLMA_60459	orth1	YMR203W	TOM40	Kmarx
W0TEH0	KLMA_70189	orth1	YIL051C	MMF1	Kmarx
W0TEH2	KLMA_50557	orth1	YLR166C	SEC10	Kmarx
W0TEH3	KLMA_60172	orth1	YKL082C	RRP14	Kmarx
W0TEH5	KLMA_70194	orth1	YNR032C-A	HUB1	Kmarx
W0TEH7	KLMA_50562	orth1	YLR168C	UPS2	Kmarx
W0TEI1	KLMA_50567	orth1	YDR188W	CCT6	Kmarx
W0TEI3	KLMA_60474	orth1	YCR047C	BUD23	Kmarx
W0TEI4	KLMA_70204	orth1	YPR095C	SYT1	Kmarx
W0TEI5	KLMA_40490	orth1	YJR140C	HIR3	Kmarx
W0TEI7	KLMA_50572	orth1	YDR192C	NUP42	Kmarx
W0TEI8	KLMA_60479	orth1	YDL176W	NA	Kmarx
W0TEI9	KLMA_40495	orth1	YHR198C	AIM18	Kmarx
W0TEI9	KLMA_40495	orth2	YHR199C	AIM46	Kmarx
W0TEJ0	KLMA_70209	orth1	YPR091C	NVJ2	Kmarx
W0TEJ2	KLMA_60484	orth1	YDL126C	CDC48	Kmarx
W0TEJ3	KLMA_50577	orth1	YDR195W	REF2	Kmarx
W0TEJ4	KLMA_40500	orth1	YHR197W	RIX1	Kmarx
W0TEJ5	KLMA_70214	orth1	YBR132C	AGP2	Kmarx
W0TEJ6	KLMA_60197	orth1	YDR087C	RRP1	Kmarx
W0TEJ7	KLMA_60489	orth1	YDL180W	NA	Kmarx
W0TEJ9	KLMA_50582	orth1	YLR238W	FAR10	Kmarx
W0TEK1	KLMA_60202	orth1	YDR085C	AFR1	Kmarx
W0TEK2	KLMA_40510	orth1	YJR130C	STR2	Kmarx
W0TEK3	KLMA_60494	orth1	YDL132W	CDC53	Kmarx
W0TEK5	KLMA_70224	orth1	YMR179W	SPT21	Kmarx
W0TEK6	KLMA_60207	orth1	YFR013W	IOC3	Kmarx
W0TEK7	KLMA_40515	orth1	YML081W	TDA9	Kmarx
W0TEK8	KLMA_50592	orth1	YDL229W	SSB1	Kmarx
W0TEK8	KLMA_50592	orth2	YNL209W	SSB2	Kmarx
W0TEK9	KLMA_70229	orth1	YMR176W	ECM5	Kmarx
W0TEL0	KLMA_60212	orth1	YAL036C	RBG1	Kmarx
W0TEL1	KLMA_40520	orth1	YLR408C	BLS1	Kmarx
W0TEL2	KLMA_70234	orth1	YDL147W	RPN5	Kmarx
W0TEL3	KLMA_50597	NA	NA	NA	Kmarx
W0TEL4	KLMA_60217	NA	NA	NA	Kmarx
W0TEL5	KLMA_40525	orth1	YLR412W	BER1	Kmarx
W0TEL6	KLMA_70239	orth1	YDL154W	MSH5	Kmarx
W0TEL7	KLMA_60222	NA	NA	NA	Kmarx
W0TEL8	KLMA_40530	orth1	YKL186C	MTR2	Kmarx
W0TEL9	KLMA_50602	orth1	YNL215W	IES2	Kmarx
W0TEM3	KLMA_40535	orth1	YKL189W	HYM1	Kmarx
W0TEM6	KLMA_60232	orth1	YNL110C	NOP15	Kmarx
W0TEM7	KLMA_40540	NA	NA	NA	Kmarx
W0TEM8	KLMA_50612	orth1	YDL237W	AIM6	Kmarx
W0TEM9	KLMA_70254	NA	NA	NA	Kmarx
W0TEN0	KLMA_60237	orth1	YOR113W	AZF1	Kmarx
W0TEN2	KLMA_50617	orth1	YNL225C	CNM67	Kmarx
W0TEN4	KLMA_60242	orth1	YHR115C	DMA1	Kmarx
W0TEN5	KLMA_40550	orth1	YGL131C	SNT2	Kmarx
W0TEN6	KLMA_50622	orth1	YNL232W	CSL4	Kmarx
W0TEN7	KLMA_60504	orth1	YDL136W	RPL35B	Kmarx
W0TEN7	KLMA_60504	orth2	YDL191W	RPL35A	Kmarx
W0TEN9	KLMA_60247	orth1	YHR116W	COX23	Kmarx
W0TEP0	KLMA_40555	orth1	YPL217C	BMS1	Kmarx
W0TEP1	KLMA_50627	orth1	YNL237W	YTP1	Kmarx
W0TEP2	KLMA_60509	orth1	YLR218C	COA4	Kmarx
W0TEP3	KLMA_70269	orth1	YPR166C	MRP2	Kmarx
W0TEP8	KLMA_40565	orth1	YPL222W	FMP40	Kmarx
W0TEP9	KLMA_60514	orth1	YDL141W	BPL1	Kmarx
W0TEQ0	KLMA_60262	orth1	YHR122W	CIA2	Kmarx
W0TEQ1	KLMA_70279	orth1	YPR173C	VPS4	Kmarx
W0TEQ4	KLMA_60267	NA	NA	NA	Kmarx
W0TEQ6	KLMA_70284	orth1	YPR143W	RRP15	Kmarx
W0TEQ8	KLMA_60272	NA	NA	NA	Kmarx
W0TEQ9	KLMA_50632	orth1	YDL240W	LRG1	Kmarx
W0TER6	KLMA_70294	NA	NA	NA	Kmarx
W0TER8	KLMA_60282	orth1	YDL036C	PUS9	Kmarx
W0TER9	KLMA_40590	orth1	YML020W	NA	Kmarx
W0TES1	KLMA_70299	orth1	YPR131C	NAT3	Kmarx
W0TES2	KLMA_60287	orth1	YOR301W	RAX1	Kmarx
W0TES3	KLMA_60549	NA	NA	NA	Kmarx
W0TES6	KLMA_60292	orth1	YMR235C	RNA1	Kmarx
W0TES7	KLMA_60554	orth1	YDR034C	LYS14	Kmarx
W0TES8	KLMA_50637	orth1	YNR056C	BIO5	Kmarx
W0TES9	KLMA_40600	orth1	YML014W	TRM9	Kmarx
W0TET1	KLMA_70309	NA	NA	NA	Kmarx
W0TET2	KLMA_70002	NA	NA	NA	Kmarx
W0TET3	KLMA_60005	NA	NA	NA	Kmarx
W0TET4	KLMA_60302	NA	NA	NA	Kmarx
W0TET5	KLMA_40605	orth1	YML011C	RAD33	Kmarx
W0TET6	KLMA_70007	NA	NA	NA	Kmarx
W0TET8	KLMA_60010	orth1	YDL107W	MSS2	Kmarx
W0TET9	KLMA_70012	NA	NA	NA	Kmarx
W0TEU1	KLMA_60307	NA	NA	NA	Kmarx
W0TEU2	KLMA_70319	orth1	YIR014W	NA	Kmarx
W0TEU4	KLMA_60015	orth1	YGL145W	TIP20	Kmarx
W0TEU5	KLMA_60312	NA	NA	NA	Kmarx
W0TEU6	KLMA_40615	orth1	YER030W	CHZ1	Kmarx
W0TEU8	KLMA_70324	orth1	YIR017C	MET28	Kmarx
W0TEU9	KLMA_60020	orth1	YJL117W	PHO86	Kmarx
W0TEV1	KLMA_40620	orth1	YGL119W	COQ8	Kmarx
W0TEV2	KLMA_70027	NA	NA	NA	Kmarx
W0TEV3	KLMA_60025	orth1	YJL122W	ALB1	Kmarx
W0TEV4	KLMA_70329	orth1	YBR095C	RXT2	Kmarx
W0TEV5	KLMA_70032	orth1	YLR077W	FMP25	Kmarx
W0TEV7	KLMA_60322	orth1	YKL033W	TTI1	Kmarx
W0TEV8	KLMA_60030	NA	NA	NA	Kmarx
W0TEW0	KLMA_60035	orth1	YJL128C	PBS2	Kmarx
W0TEW1	KLMA_70037	orth1	YLR075W	RPL10	Kmarx
W0TEW4	KLMA_60040	orth1	YKR051W	NA	Kmarx
W0TEW6	KLMA_50005	orth1	YIR038C	GTT1	Kmarx
W0TEW7	KLMA_70042	orth1	YFL042C	NA	Kmarx
W0TEW8	KLMA_60332	orth1	YMR070W	MOT3	Kmarx
W0TEW9	KLMA_60045	NA	NA	NA	Kmarx
W0TEX1	KLMA_70344	NA	NA	NA	Kmarx
W0TEX2	KLMA_50010	orth1	YOR372C	NDD1	Kmarx
W0TEX3	KLMA_60337	orth1	YKL027W	TCD2	Kmarx
W0TEX4	KLMA_60050	orth1	YGR233C	PHO81	Kmarx
W0TEX6	KLMA_70349	orth1	YBL033C	RIB1	Kmarx
W0TEX9	KLMA_60342	orth1	YBR288C	APM3	Kmarx
W0TEY1	KLMA_50020	NA	NA	NA	Kmarx
W0TEY2	KLMA_70062	orth1	YLR390W-A	CCW14	Kmarx
W0TEY3	KLMA_60060	orth1	YGR222W	PET54	Kmarx
W0TEY5	KLMA_60347	orth1	YPL183C	RTT10	Kmarx
W0TEY6	KLMA_60065	orth1	YGR218W	CRM1	Kmarx
W0TEY7	KLMA_50025	NA	NA	NA	Kmarx
W0TEY8	KLMA_70067	orth1	YLR389C	STE23	Kmarx
W0TEZ0	KLMA_60352	NA	NA	NA	Kmarx
W0TEZ1	KLMA_60070	orth1	YLR047C	FRE8	Kmarx
W0TEZ2	KLMA_50030	orth1	YPL115C	BEM3	Kmarx
W0TEZ3	KLMA_70072	orth1	YLR385C	SWC7	Kmarx
W0TEZ5	KLMA_60357	orth1	YPL188W	POS5	Kmarx
W0TEZ6	KLMA_70364	NA	NA	NA	Kmarx
W0TEZ7	KLMA_50035	orth1	YOR198C	BFR1	Kmarx
W0TF00	KLMA_60362	orth1	YGL083W	SCY1	Kmarx
W0TF01	KLMA_70369	orth1	YHR067W	HTD2	Kmarx
W0TF03	KLMA_50040	NA	NA	NA	Kmarx
W0TF04	KLMA_60085	orth1	YGR205W	TDA10	Kmarx
W0TF06	KLMA_50045	orth1	YOR206W	NOC2	Kmarx
W0TF08	KLMA_60367	orth1	YGL081W	NA	Kmarx
W0TF10	KLMA_70092	orth1	YBL041W	PRE7	Kmarx
W0TF12	KLMA_70379	orth1	YGL247W	BRR6	Kmarx
W0TF15	KLMA_70097	orth1	YJR113C	RSM7	Kmarx
W0TF16	KLMA_50055	orth1	YJL049W	NA	Kmarx
W0TF17	KLMA_60377	orth1	YPL022W	RAD1	Kmarx
W0TF18	KLMA_70384	NA	NA	NA	Kmarx
W0TF19	KLMA_60100	NA	NA	NA	Kmarx
W0TF20	KLMA_70102	orth1	YJR110W	YMR1	Kmarx
W0TF21	KLMA_50060	orth1	YJL053W	PEP8	Kmarx
W0TF22	KLMA_60105	NA	NA	NA	Kmarx
W0TF25	KLMA_70107	NA	NA	NA	Kmarx
W0TF26	KLMA_60110	orth1	YDR332W	IRC3	Kmarx
W0TF27	KLMA_50065	orth1	YJL059W	YHC3	Kmarx
W0TF28	KLMA_70394	orth1	YKR090W	PXL1	Kmarx
W0TF29	KLMA_60387	orth1	YPL031C	PHO85	Kmarx
W0TF30	KLMA_70112	NA	NA	NA	Kmarx
W0TF31	KLMA_60115	orth1	YBR002C	RER2	Kmarx
W0TF32	KLMA_50070	NA	NA	NA	Kmarx
W0TF33	KLMA_60392	orth1	YPL039W	NA	Kmarx
W0TF34	KLMA_60120	orth1	YDL001W	RMD1	Kmarx
W0TF35	KLMA_70399	orth1	YNL288W	CAF40	Kmarx
W0TF37	KLMA_50075	orth1	YJL063C	MRPL8	Kmarx
W0TF41	KLMA_70404	orth1	YDL045C	FAD1	Kmarx
W0TF42	KLMA_50080	NA	NA	NA	Kmarx
W0TF47	KLMA_70132	orth1	YPR031W	NTO1	Kmarx
W0TF48	KLMA_50085	orth1	YJL069C	UTP18	Kmarx
W0TF49	KLMA_60135	orth1	YOL076W	MDM20	Kmarx
W0TF52	KLMA_70137	orth1	YPR029C	APL4	Kmarx
W0TF53	KLMA_50090	orth1	YBR260C	RGD1	Kmarx
W0TF57	KLMA_70419	orth1	YKL143W	LTV1	Kmarx
W0TF58	KLMA_60145	orth1	YKL019W	RAM2	Kmarx
W0TF60	KLMA_60417	orth1	YMR015C	ERG5	Kmarx
W0TF61	KLMA_70147	NA	NA	NA	Kmarx
W0TF62	KLMA_70424	orth1	YKL146W	AVT3	Kmarx
W0TF63	KLMA_60150	orth1	YKL017C	HCS1	Kmarx
W0TF64	KLMA_50100	orth1	YAL034W-A	MTW1	Kmarx
W0TF65	KLMA_70152	orth1	YBL089W	AVT5	Kmarx
W0TF65	KLMA_70152	orth2	YER119C	AVT6	Kmarx
W0TF67	KLMA_60155	orth1	YIR023W	DAL81	Kmarx
W0TF70	KLMA_70157	NA	NA	NA	Kmarx
W0TF71	KLMA_60160	orth1	YKL011C	CCE1	Kmarx
W0TF73	KLMA_70434	NA	NA	NA	Kmarx
W0TF76	KLMA_60165	orth1	YHR005C	GPA1	Kmarx
W0TF77	KLMA_60432	orth1	YJR118C	ILM1	Kmarx
W0TF78	KLMA_70167	NA	NA	NA	Kmarx
W0TF79	KLMA_50115	orth1	YAL027W	SAW1	Kmarx
W0TF80	KLMA_60170	orth1	YMR067C	UBX4	Kmarx
W0TF81	KLMA_60437	orth1	YJR122W	IBA57	Kmarx
W0TF83	KLMA_50120	orth1	YAL024C	LTE1	Kmarx
W0TF88	KLMA_50125	orth1	YDR213W	UPC2	Kmarx
W0TF89	KLMA_60447	orth1	YML127W	RSC9	Kmarx
W0TF90	KLMA_60185	orth1	YKL077W	NA	Kmarx
W0TF91	KLMA_70182	orth1	YER063W	THO1	Kmarx
W0TF92	KLMA_50130	orth1	YMR063W	RIM9	Kmarx
W0TF93	KLMA_70439	orth1	YFR005C	SAD1	Kmarx
W0TF94	KLMA_60190	orth1	YKL074C	MUD2	Kmarx
W0TF95	KLMA_70187	orth1	YER059W	PCL6	Kmarx
W0TF98	KLMA_60195	NA	NA	NA	Kmarx
W0TFA0	KLMA_70197	orth1	YCR072C	RSA4	Kmarx
W0TFA1	KLMA_60200	NA	NA	NA	Kmarx
W0TFA3	KLMA_70202	NA	NA	NA	Kmarx
W0TFA4	KLMA_60205	orth1	YDR082W	STN1	Kmarx
W0TFA5	KLMA_60467	NA	NA	NA	Kmarx
W0TFA7	KLMA_70207	orth1	YGR080W	TWF1	Kmarx
W0TFA8	KLMA_70444	orth1	YPR001W	CIT3	Kmarx
W0TFB1	KLMA_60215	NA	NA	NA	Kmarx
W0TFB2	KLMA_60472	orth1	YNR018W	RCF2	Kmarx
W0TFB3	KLMA_50135	orth1	YLR295C	ATP14	Kmarx
W0TFB5	KLMA_70217	orth1	YPL233W	NSL1	Kmarx
W0TFB7	KLMA_60477	orth1	YDL175C	AIR2	Kmarx
W0TFB8	KLMA_70459	orth1	YKL221W	MCH2	Kmarx
W0TFB9	KLMA_60225	orth1	YOR351C	MEK1	Kmarx
W0TFC1	KLMA_60482	orth1	YDL178W	DLD2	Kmarx
W0TFC2	KLMA_80001	NA	NA	NA	Kmarx
W0TFC3	KLMA_70227	orth1	YPL225W	NA	Kmarx
W0TFC4	KLMA_60230	orth1	YNL108C	NA	Kmarx
W0TFC5	KLMA_80006	orth1	YDL210W	UGA4	Kmarx
W0TFC7	KLMA_70232	orth1	YDL146W	LDB17	Kmarx
W0TFC9	KLMA_70237	orth1	YDL150W	RPC53	Kmarx
W0TFD0	KLMA_80011	orth1	YOR386W	PHR1	Kmarx
W0TFD1	KLMA_60240	orth1	YHR114W	BZZ1	Kmarx
W0TFD4	KLMA_70242	NA	NA	NA	Kmarx
W0TFD5	KLMA_50140	orth1	YGR145W	ENP2	Kmarx
W0TFE2	KLMA_70252	NA	NA	NA	Kmarx
W0TFE6	KLMA_70257	orth1	YHR073W	OSH3	Kmarx
W0TFE8	KLMA_80036	orth1	YOR007C	SGT2	Kmarx
W0TFE9	KLMA_60260	orth1	YNL128W	TEP1	Kmarx
W0TFF1	KLMA_80041	orth1	YOR001W	RRP6	Kmarx
W0TFF2	KLMA_50160	NA	NA	NA	Kmarx
W0TFF5	KLMA_80046	orth1	YMR280C	CAT8	Kmarx
W0TFF7	KLMA_70267	NA	NA	NA	Kmarx
W0TFF8	KLMA_60270	orth1	YOL108C	INO4	Kmarx
W0TFF9	KLMA_80051	orth1	YMR278W	PRM15	Kmarx
W0TFG3	KLMA_80056	NA	NA	NA	Kmarx
W0TFG5	KLMA_70277	orth1	YLR455W	PDP3	Kmarx
W0TFG6	KLMA_60280	orth1	YDL035C	GPR1	Kmarx
W0TFG7	KLMA_50180	orth1	YLR436C	ECM30	Kmarx
W0TFG8	KLMA_60502	orth1	YDL189W	RBS1	Kmarx
